Timestamp,Jobcode,Imagename,Noise,G9,3,5,10,20,30,50,100,150,300,
822016_0:29:53,TZSk0x3r,test_images/Larger/kochSnowflake.png,3,R9,106672,82532,36093,9450,4200,1512,378,168,42,
822016_0:30:2,TZSk0x3r,test_images/Larger/kochSnowflake.png,4,R9,134815,98102,37223,9450,4200,1512,378,168,42,
822016_0:30:11,TZSk0x3r,test_images/Larger/kochSnowflake.png,5,R9,160392,110387,37579,9450,4200,1512,378,168,42,
822016_0:30:20,TZSk0x3r,test_images/Larger/kochSnowflake.png,6,R9,183564,119778,37732,9450,4200,1512,378,168,42,
822016_0:30:28,TZSk0x3r,test_images/Larger/kochSnowflake.png,7,R9,205980,127302,37777,9450,4200,1512,378,168,42,
822016_0:30:36,TZSk0x3r,test_images/Larger/kochSnowflake.png,8,R9,225572,132915,37796,9450,4200,1512,378,168,42,
822016_0:30:44,TZSk0x3r,test_images/Larger/kochSnowflake.png,9,R9,243351,137243,37796,9450,4200,1512,378,168,42,
822016_0:30:52,TZSk0x3r,test_images/Larger/kochSnowflake.png,10,R9,259759,140410,37800,9450,4200,1512,378,168,42,
822016_0:30:59,TZSk0x3r,test_images/Larger/kochSnowflake.png,11,R9,276074,143155,37800,9450,4200,1512,378,168,42,
822016_0:31:6,TZSk0x3r,test_images/Larger/kochSnowflake.png,12,R9,289929,145269,37800,9450,4200,1512,378,168,42,
822016_0:31:13,TZSk0x3r,test_images/Larger/kochSnowflake.png,13,R9,302427,146687,37800,9450,4200,1512,378,168,42,
822016_0:31:20,TZSk0x3r,test_images/Larger/kochSnowflake.png,14,R9,313720,147838,37800,9450,4200,1512,378,168,42,
822016_0:31:27,TZSk0x3r,test_images/Larger/kochSnowflake.png,15,R9,324349,148801,37800,9450,4200,1512,378,168,42,
822016_0:31:34,TZSk0x3r,test_images/Larger/kochSnowflake.png,16,R9,334001,149383,37800,9450,4200,1512,378,168,42,
822016_0:31:40,TZSk0x3r,test_images/Larger/kochSnowflake.png,17,R9,342810,149851,37800,9450,4200,1512,378,168,42,
822016_0:31:46,TZSk0x3r,test_images/Larger/kochSnowflake.png,18,R9,350890,150177,37800,9450,4200,1512,378,168,42,
822016_0:31:52,TZSk0x3r,test_images/Larger/kochSnowflake.png,19,R9,358143,150403,37800,9450,4200,1512,378,168,42,
822016_0:31:58,TZSk0x3r,test_images/Larger/kochSnowflake.png,20,R9,364903,150645,37800,9450,4200,1512,378,168,42,
822016_0:32:4,TZSk0x3r,test_images/Larger/kochSnowflake.png,21,R9,371003,150818,37800,9450,4200,1512,378,168,42,
822016_0:32:10,TZSk0x3r,test_images/Larger/kochSnowflake.png,22,R9,376153,150915,37800,9450,4200,1512,378,168,42,
822016_0:32:15,TZSk0x3r,test_images/Larger/kochSnowflake.png,23,R9,380743,150983,37800,9450,4200,1512,378,168,42,
822016_0:32:21,TZSk0x3r,test_images/Larger/kochSnowflake.png,24,R9,385021,151040,37800,9450,4200,1512,378,168,42,
822016_0:32:26,TZSk0x3r,test_images/Larger/kochSnowflake.png,25,R9,388979,151085,37800,9450,4200,1512,378,168,42,
822016_0:32:32,TZSk0x3r,test_images/Larger/kochSnowflake.png,26,R9,392587,151121,37800,9450,4200,1512,378,168,42,
822016_0:32:37,TZSk0x3r,test_images/Larger/kochSnowflake.png,27,R9,396003,151160,37800,9450,4200,1512,378,168,42,
822016_0:32:42,TZSk0x3r,test_images/Larger/kochSnowflake.png,28,R9,398458,151160,37800,9450,4200,1512,378,168,42,
822016_0:32:48,TZSk0x3r,test_images/Larger/kochSnowflake.png,29,R9,401232,151172,37800,9450,4200,1512,378,168,42,
822016_0:32:53,TZSk0x3r,test_images/Larger/kochSnowflake.png,30,R9,403282,151179,37800,9450,4200,1512,378,168,42,
822016_0:34:46,C2zTaaiZ,test_images/Larger/kochSnowflake.png,0,R9,8198,4343,1915,780,468,217,100,54,18,
822016_0:35:1,C2zTaaiZ,test_images/Larger/kochSnowflake.png,0.1,R9,11974,8058,5403,3688,2693,1411,378,168,42,
822016_0:35:13,C2zTaaiZ,test_images/Larger/kochSnowflake.png,0.2,R9,15553,11517,8426,5539,3584,1506,378,168,42,
822016_0:35:26,C2zTaaiZ,test_images/Larger/kochSnowflake.png,0.3,R9,19298,15101,11346,6892,3936,1511,378,168,42,
822016_0:35:40,C2zTaaiZ,test_images/Larger/kochSnowflake.png,0.4,R9,23062,18551,13914,7743,4113,1512,378,168,42,
822016_0:35:52,C2zTaaiZ,test_images/Larger/kochSnowflake.png,0.5,R9,26487,21759,16218,8329,4153,1512,378,168,42,
822016_0:36:2,C2zTaaiZ,test_images/Larger/kochSnowflake.png,0.6,R9,30016,24940,18148,8689,4189,1512,378,168,42,
822016_0:36:13,C2zTaaiZ,test_images/Larger/kochSnowflake.png,0.7,R9,33450,28054,20129,8945,4188,1512,378,168,42,
822016_0:36:24,C2zTaaiZ,test_images/Larger/kochSnowflake.png,0.8,R9,36815,30971,21701,9101,4197,1512,378,168,42,
822016_0:36:38,C2zTaaiZ,test_images/Larger/kochSnowflake.png,0.9,R9,40151,33906,23198,9206,4200,1512,378,168,42,
822016_0:36:49,C2zTaaiZ,test_images/Larger/kochSnowflake.png,1,R9,43624,36792,24566,9296,4199,1512,378,168,42,
822016_0:36:58,C2zTaaiZ,test_images/Larger/kochSnowflake.png,2,R9,76545,62572,33073,9447,4200,1512,378,168,42,
822016_0:37:9,C2zTaaiZ,test_images/Larger/kochSnowflake.png,3,R9,106891,82796,36057,9450,4200,1512,378,168,42,
822016_0:37:18,C2zTaaiZ,test_images/Larger/kochSnowflake.png,4,R9,135013,98137,37142,9450,4200,1512,378,168,42,
822016_0:37:26,C2zTaaiZ,test_images/Larger/kochSnowflake.png,5,R9,160547,110242,37590,9450,4200,1512,378,168,42,
822016_0:37:34,C2zTaaiZ,test_images/Larger/kochSnowflake.png,6,R9,183888,119922,37733,9450,4200,1512,378,168,42,
822016_0:37:41,C2zTaaiZ,test_images/Larger/kochSnowflake.png,7,R9,205995,127386,37774,9450,4200,1512,378,168,42,
822016_0:37:49,C2zTaaiZ,test_images/Larger/kochSnowflake.png,8,R9,225428,132829,37795,9450,4200,1512,378,168,42,
822016_0:37:56,C2zTaaiZ,test_images/Larger/kochSnowflake.png,9,R9,243658,137416,37799,9450,4200,1512,378,168,42,
822016_0:38:3,C2zTaaiZ,test_images/Larger/kochSnowflake.png,10,R9,260494,140633,37800,9450,4200,1512,378,168,42,
822016_0:38:10,C2zTaaiZ,test_images/Larger/kochSnowflake.png,11,R9,274811,143088,37800,9450,4200,1512,378,168,42,
822016_0:38:18,C2zTaaiZ,test_images/Larger/kochSnowflake.png,12,R9,289306,145179,37800,9450,4200,1512,378,168,42,
822016_0:38:25,C2zTaaiZ,test_images/Larger/kochSnowflake.png,13,R9,302614,146623,37800,9450,4200,1512,378,168,42,
822016_0:38:31,C2zTaaiZ,test_images/Larger/kochSnowflake.png,14,R9,313945,147818,37800,9450,4200,1512,378,168,42,
822016_0:38:38,C2zTaaiZ,test_images/Larger/kochSnowflake.png,15,R9,324549,148656,37800,9450,4200,1512,378,168,42,
822016_0:38:45,C2zTaaiZ,test_images/Larger/kochSnowflake.png,16,R9,334204,149311,37800,9450,4200,1512,378,168,42,
822016_0:38:51,C2zTaaiZ,test_images/Larger/kochSnowflake.png,17,R9,343102,149796,37800,9450,4200,1512,378,168,42,
822016_0:38:57,C2zTaaiZ,test_images/Larger/kochSnowflake.png,18,R9,351010,150180,37800,9450,4200,1512,378,168,42,
822016_0:39:3,C2zTaaiZ,test_images/Larger/kochSnowflake.png,19,R9,357795,150453,37800,9450,4200,1512,378,168,42,
822016_0:39:9,C2zTaaiZ,test_images/Larger/kochSnowflake.png,20,R9,364787,150636,37800,9450,4200,1512,378,168,42,
822016_0:39:15,C2zTaaiZ,test_images/Larger/kochSnowflake.png,21,R9,370590,150777,37800,9450,4200,1512,378,168,42,
822016_0:39:21,C2zTaaiZ,test_images/Larger/kochSnowflake.png,22,R9,375933,150892,37800,9450,4200,1512,378,168,42,
822016_0:39:27,C2zTaaiZ,test_images/Larger/kochSnowflake.png,23,R9,380695,150964,37800,9450,4200,1512,378,168,42,
822016_0:39:32,C2zTaaiZ,test_images/Larger/kochSnowflake.png,24,R9,384930,151052,37800,9450,4200,1512,378,168,42,
822016_0:39:38,C2zTaaiZ,test_images/Larger/kochSnowflake.png,25,R9,389004,151084,37800,9450,4200,1512,378,168,42,
822016_0:39:44,C2zTaaiZ,test_images/Larger/kochSnowflake.png,26,R9,392679,151122,37800,9450,4200,1512,378,168,42,
822016_0:39:49,C2zTaaiZ,test_images/Larger/kochSnowflake.png,27,R9,396073,151149,37800,9450,4200,1512,378,168,42,
822016_0:39:55,C2zTaaiZ,test_images/Larger/kochSnowflake.png,28,R9,398714,151173,37800,9450,4200,1512,378,168,42,
822016_0:40:2,C2zTaaiZ,test_images/Larger/kochSnowflake.png,29,R9,401217,151174,37800,9450,4200,1512,378,168,42,
822016_0:40:8,C2zTaaiZ,test_images/Larger/kochSnowflake.png,30,R9,403402,151186,37800,9450,4200,1512,378,168,42,
822016_0:40:13,C2zTaaiZ,test_images/Larger/kochSnowflake.png,35,R9,411341,151200,37800,9450,4200,1512,378,168,42,
822016_0:40:18,C2zTaaiZ,test_images/Larger/kochSnowflake.png,40,R9,415886,151199,37800,9450,4200,1512,378,168,42,
822016_0:40:22,C2zTaaiZ,test_images/Larger/kochSnowflake.png,45,R9,418105,151200,37800,9450,4200,1512,378,168,42,
822016_0:40:27,C2zTaaiZ,test_images/Larger/kochSnowflake.png,50,R9,419204,151200,37800,9450,4200,1512,378,168,42,
822016_0:42:25,uSS8XC3R,test_images/Larger/kochSnowflake.png,0,R9,8198,4343,1915,780,468,217,100,54,18,
822016_0:42:41,uSS8XC3R,test_images/Larger/kochSnowflake.png,0.1,R9,11891,7960,5355,3658,2717,1414,378,168,42,
822016_0:42:57,uSS8XC3R,test_images/Larger/kochSnowflake.png,0.2,R9,15411,11364,8299,5455,3545,1498,378,168,42,
822016_0:43:12,uSS8XC3R,test_images/Larger/kochSnowflake.png,0.3,R9,19317,15117,11356,6915,3962,1511,378,168,42,
822016_0:43:28,uSS8XC3R,test_images/Larger/kochSnowflake.png,0.4,R9,22885,18445,13800,7697,4081,1512,378,168,42,
822016_0:43:43,uSS8XC3R,test_images/Larger/kochSnowflake.png,0.5,R9,26249,21581,15947,8238,4164,1512,378,168,42,
822016_0:44:0,uSS8XC3R,test_images/Larger/kochSnowflake.png,0.6,R9,29930,24853,18221,8686,4186,1512,378,168,42,
822016_0:44:16,uSS8XC3R,test_images/Larger/kochSnowflake.png,0.7,R9,33489,28032,20102,8945,4200,1512,378,168,42,
822016_0:44:33,uSS8XC3R,test_images/Larger/kochSnowflake.png,0.8,R9,36811,30934,21659,9051,4195,1512,378,168,42,
822016_0:44:45,uSS8XC3R,test_images/Larger/kochSnowflake.png,0.9,R9,40291,34008,23269,9209,4197,1512,378,168,42,
822016_0:45:3,uSS8XC3R,test_images/Larger/kochSnowflake.png,1,R9,43992,37173,24748,9299,4200,1512,378,168,42,
922016_9:7:22,v19mX3nP,test_images/Larger/kochSnowflake.png,0,R9,8198,4343,1915,780,468,217,100,54,18,
922016_9:7:37,v19mX3nP,test_images/Larger/kochSnowflake.png,0.01,R9,8612,4752,2310,1160,817,540,289,159,42,
922016_9:7:51,v19mX3nP,test_images/Larger/kochSnowflake.png,0.02,R9,8945,5088,2638,1449,1090,724,346,167,42,
922016_9:8:5,v19mX3nP,test_images/Larger/kochSnowflake.png,0.03,R9,9294,5424,2960,1746,1337,904,359,168,42,
922016_9:8:19,v19mX3nP,test_images/Larger/kochSnowflake.png,0.04,R9,9589,5724,3257,1993,1534,1001,374,168,42,
922016_9:8:32,v19mX3nP,test_images/Larger/kochSnowflake.png,0.05,R9,10095,6213,3704,2387,1844,1159,377,168,42,
922016_9:8:47,v19mX3nP,test_images/Larger/kochSnowflake.png,0.06,R9,10397,6514,4003,2629,2008,1217,374,168,42,
922016_9:9:2,v19mX3nP,test_images/Larger/kochSnowflake.png,0.07,R9,10799,6903,4349,2923,2233,1309,378,168,42,
922016_9:9:16,v19mX3nP,test_images/Larger/kochSnowflake.png,0.08,R9,11120,7230,4652,3115,2362,1344,378,168,42,
922016_9:9:30,v19mX3nP,test_images/Larger/kochSnowflake.png,0.09,R9,11538,7623,5039,3405,2553,1374,378,168,42,
922016_9:9:45,v19mX3nP,test_images/Larger/kochSnowflake.png,0.1,R9,11948,8020,5379,3696,2727,1415,378,168,42,
922016_9:9:58,v19mX3nP,test_images/Larger/kochSnowflake.png,0.2,R9,15637,11594,8492,5565,3604,1498,378,168,42,
922016_9:10:12,v19mX3nP,test_images/Larger/kochSnowflake.png,0.3,R9,19180,14968,11330,6872,3956,1511,378,168,42,
922016_9:10:25,v19mX3nP,test_images/Larger/kochSnowflake.png,0.4,R9,22662,18247,13677,7669,4084,1512,378,168,42,
922016_9:10:38,v19mX3nP,test_images/Larger/kochSnowflake.png,0.5,R9,26380,21683,16159,8306,4161,1512,378,168,42,
922016_9:10:50,v19mX3nP,test_images/Larger/kochSnowflake.png,0.6,R9,29961,24943,18258,8692,4178,1512,378,168,42,
922016_9:11:3,v19mX3nP,test_images/Larger/kochSnowflake.png,0.7,R9,33392,27949,20035,8985,4189,1512,378,168,42,
922016_9:11:15,v19mX3nP,test_images/Larger/kochSnowflake.png,0.8,R9,37006,31087,21692,9116,4198,1512,378,168,42,
922016_9:11:26,v19mX3nP,test_images/Larger/kochSnowflake.png,0.9,R9,40290,33946,23254,9220,4196,1512,378,168,42,
922016_9:11:38,v19mX3nP,test_images/Larger/kochSnowflake.png,1,R9,43697,36819,24545,9276,4200,1512,378,168,42,
922016_9:11:49,v19mX3nP,test_images/Larger/kochSnowflake.png,2,R9,76242,62237,33004,9449,4200,1512,378,168,42,
922016_9:12:0,v19mX3nP,test_images/Larger/kochSnowflake.png,3,R9,106932,82496,36078,9450,4200,1512,378,168,42,
922016_9:12:10,v19mX3nP,test_images/Larger/kochSnowflake.png,4,R9,134846,98333,37169,9450,4200,1512,378,168,42,
922016_9:12:21,v19mX3nP,test_images/Larger/kochSnowflake.png,5,R9,160925,110629,37587,9450,4200,1512,378,168,42,
922016_9:12:32,v19mX3nP,test_images/Larger/kochSnowflake.png,6,R9,184339,119903,37717,9450,4200,1512,378,168,42,
922016_9:12:41,v19mX3nP,test_images/Larger/kochSnowflake.png,7,R9,205736,127431,37770,9450,4200,1512,378,168,42,
922016_9:12:51,v19mX3nP,test_images/Larger/kochSnowflake.png,8,R9,225858,133011,37785,9450,4200,1512,378,168,42,
922016_9:12:59,v19mX3nP,test_images/Larger/kochSnowflake.png,9,R9,243201,137305,37797,9450,4200,1512,378,168,42,
922016_9:13:8,v19mX3nP,test_images/Larger/kochSnowflake.png,10,R9,260243,140809,37800,9450,4200,1512,378,168,42,
922016_9:13:16,v19mX3nP,test_images/Larger/kochSnowflake.png,15,R9,324546,148680,37800,9450,4200,1512,378,168,42,
922016_9:13:23,v19mX3nP,test_images/Larger/kochSnowflake.png,20,R9,364746,150614,37800,9450,4200,1512,378,168,42,
922016_9:13:30,v19mX3nP,test_images/Larger/kochSnowflake.png,25,R9,389269,151071,37800,9450,4200,1512,378,168,42,
922016_9:13:37,v19mX3nP,test_images/Larger/kochSnowflake.png,30,R9,403493,151189,37800,9450,4200,1512,378,168,42,
922016_9:13:42,v19mX3nP,test_images/Larger/kochSnowflake.png,35,R9,411388,151193,37800,9450,4200,1512,378,168,42,
922016_9:13:47,v19mX3nP,test_images/Larger/kochSnowflake.png,40,R9,415917,151199,37800,9450,4200,1512,378,168,42,
922016_9:13:52,v19mX3nP,test_images/Larger/kochSnowflake.png,45,R9,418140,151200,37800,9450,4200,1512,378,168,42,
922016_9:13:56,v19mX3nP,test_images/Larger/kochSnowflake.png,50,R9,419218,151200,37800,9450,4200,1512,378,168,42,
