# Image Name: kochSnowflake.png
# Image Path: test_images/Larger/kochSnowflake.png
# Image Resolution: 2100x1800
# Base Signal: 32950
# Noise Model: uniform
# Grid Widths: 3,5,10,20,30,50,100,150,300,
# Timestamp, Noise%, Signal, Gridcount, Boxes Counted ..., Dimension, Variance
20160209_111729,0.0,32950,R9,8198,4343,1915,780,468,217,100,54,18,D,1.3384555304941375,V,0.030228519758827073
20160209_111744,0.001,32988,R9,8236,4379,1950,814,501,246,127,77,32,D,1.2135321865692217,V,0.015407295267189943
20160209_111759,0.002,33025,R9,8273,4417,1989,854,537,289,152,101,38,D,1.1627155418020887,V,0.021617494804574894
20160209_111814,0.003,33075,R9,8322,4464,2036,900,587,324,183,124,42,D,1.1366223688673824,V,0.04654244389760083
20160209_111829,0.004,33104,R9,8351,4495,2063,922,604,347,196,127,42,D,1.139611028249691,V,0.047337548688561895
20160209_111844,0.005,33155,R9,8403,4543,2109,965,649,385,225,134,42,D,1.1458112927048607,V,0.06890251711043711
20160209_111859,0.006,33201,R9,8446,4587,2155,1007,681,419,241,135,42,D,1.1512220289932873,V,0.08143251978387207
20160209_111914,0.007,33216,R9,8461,4601,2167,1015,702,431,245,150,42,D,1.1373491435049208,V,0.09868982306325746
20160209_111929,0.008,33243,R9,8484,4625,2187,1042,710,427,253,146,42,D,1.1484868900535228,V,0.09939558793274558
20160209_111944,0.009,33286,R9,8533,4673,2235,1088,753,483,264,155,42,D,1.1408799027051055,V,0.11431622981054834
20160209_111959,0.01,33350,R9,8597,4739,2301,1150,813,521,279,151,42,D,1.1495636011125774,V,0.12541894450849483
20160209_112014,0.02,33710,R9,8952,5089,2633,1456,1100,731,348,168,42,D,1.1586697398134231,V,0.22959862376121548
20160209_112030,0.03,34121,R9,9357,5485,3010,1797,1383,932,368,168,42,D,1.1685549514997526,V,0.2890781207742243
20160209_112046,0.04,34479,R9,9713,5833,3347,2070,1605,1051,376,168,42,D,1.177380356943232,V,0.32245278538277405
20160209_112100,0.05,34822,R9,10053,6180,3662,2364,1817,1148,376,168,42,D,1.185502058269906,V,0.3432506429304508
20160209_112115,0.06,35167,R9,10384,6497,3956,2591,1991,1226,377,168,42,D,1.1922350031990812,V,0.36396385168127987
20160209_112129,0.07,35596,R9,10809,6918,4368,2938,2234,1291,378,168,42,D,1.2037825103966118,V,0.3838290970615402
20160209_112143,0.08,35957,R9,11168,7258,4676,3177,2384,1334,377,168,42,D,1.21211645437,V,0.39460730199413513
20160209_112158,0.09,36335,R9,11534,7631,5021,3433,2559,1389,378,168,42,D,1.219931715992511,V,0.4135518556797962
20160209_112212,0.1,36763,R9,11950,8044,5389,3681,2694,1410,378,168,42,D,1.2298992388375782,V,0.4202457710502756
20160209_112225,0.2,40521,R9,15609,11557,8480,5595,3587,1500,378,168,42,D,1.303324590067946,V,0.48365667475373336
20160209_112239,0.3,44316,R9,19324,15104,11343,6897,3968,1512,378,168,42,D,1.3581774352603457,V,0.5125301816825917
20160209_112252,0.4,47942,R9,22769,18355,13800,7748,4107,1512,378,168,42,D,1.3984713954827002,V,0.5246148985332948
20160209_112305,0.5,51506,R9,26218,21507,15946,8214,4155,1512,378,168,42,D,1.4295195097502598,V,0.5208154480497477
20160209_112317,0.6,55512,R9,29946,24900,18123,8652,4183,1512,378,168,42,D,1.4588437905097758,V,0.51909848799441
20160209_112330,0.7,59314,R9,33589,28046,20088,8937,4193,1512,378,168,42,D,1.4832732309689556,V,0.5130857157536257
20160209_112342,0.8,62886,R9,36900,31007,21629,9086,4199,1512,378,168,42,D,1.5018429709157621,V,0.5042363084169893
20160209_112355,0.9,66690,R9,40413,33968,23257,9235,4200,1512,378,168,42,D,1.5202917729761896,V,0.49653363495048236
20160209_112407,1.0,70436,R9,43842,37078,24688,9316,4200,1512,378,168,42,D,1.535699150567301,V,0.48888228652818183
20160209_112418,2.0,107500,R9,76391,62258,32926,9448,4200,1512,378,168,42,D,1.640017629809991,V,0.38996937741638904
20160209_112429,3.0,145367,R9,107007,82516,36030,9449,4200,1512,378,168,42,D,1.7043709385249919,V,0.31093804881437354
20160209_112439,4.0,182682,R9,134759,98203,37205,9450,4200,1512,378,168,42,D,1.749608825516247,V,0.2520631388262919
20160209_112448,5.0,220991,R9,160875,110635,37579,9450,4200,1512,378,168,42,D,1.785282945774823,V,0.20461203106579182
20160209_112458,6.0,258225,R9,184386,119973,37734,9450,4200,1512,378,168,42,D,1.813445683352684,V,0.16769304406686358
20160209_112506,7.0,295180,R9,205531,127325,37766,9450,4200,1512,378,168,42,D,1.8361836805072949,V,0.13932032636098832
20160209_112515,8.0,333181,R9,225926,133207,37791,9450,4200,1512,378,168,42,D,1.856428266530798,V,0.11444647448145075
20160209_112523,9.0,370368,R9,243746,137240,37794,9450,4200,1512,378,168,42,D,1.873086026312937,V,0.09388669803739669
20160209_112532,10.0,407287,R9,260172,140628,37800,9450,4200,1512,378,168,42,D,1.887474904317385,V,0.0775231609141724
20160209_112539,15.0,595222,R9,324990,148762,37800,9450,4200,1512,378,168,42,D,1.9382899796681412,V,0.02731420395001615
20160209_112545,20.0,782199,R9,365015,150636,37800,9450,4200,1512,378,168,42,D,1.9659048847648808,V,0.008887948316454536
20160209_112551,25.0,968189,R9,388944,151089,37800,9450,4200,1512,378,168,42,D,1.9812494318618867,V,0.0027675822152562275
20160209_112557,30.0,1157028,R9,403471,151182,37800,9450,4200,1512,378,168,42,D,1.990182857924606,V,0.0007671645115315817
20160209_112602,35.0,1345224,R9,411537,151194,37800,9450,4200,1512,378,168,42,D,1.9950214561412545,V,0.00019763663939277083
20160209_112607,40.0,1530495,R9,415807,151200,37800,9450,4200,1512,378,168,42,D,1.9975447832607727,V,4.822471389265271e-05
20160209_112612,45.0,1719589,R9,417980,151200,37800,9450,4200,1512,378,168,42,D,1.9988202611216512,V,1.1134270568698486e-05
20160209_112618,50.0,1903806,R9,419176,151200,37800,9450,4200,1512,378,168,42,D,1.9995194466255795,V,1.8474523653360834e-06
