# Aggregate Log Version: 1.00,,,,
# Log Name: logfiles/10fallleaf_100_aggregateLog.csv,,,,
# Noise%, Dimension, Dim Std Err, Variance, Var Std Err
0.7,1.50938709496,8.1263966779e-06,0.454746329574,1.33842285931e-05
0.8,1.52677313091,7.21810857709e-06,0.45109862731,1.2355262106e-05
0.9,1.54216257999,7.49698733018e-06,0.445885379867,1.23586196551e-05
1.0,1.55603230008,6.86454489347e-06,0.439684950939,1.22340370347e-05
2.0,1.6516577583,5.42466452397e-06,0.364782301518,9.51562983333e-06
3.0,1.71153544978,5.21258461713e-06,0.29587747423,9.09288523496e-06
4.0,1.75508485577,4.30316538652e-06,0.240601193201,7.66988302514e-06
5.0,1.78892751916,3.86339777461e-06,0.19712997746,7.09118875255e-06
6.0,1.8163427801,3.46662916265e-06,0.162328724573,6.10811526749e-06
7.0,1.83911872772,3.30645575334e-06,0.134031410131,5.62046245205e-06
8.0,1.85843833198,3.12922195322e-06,0.110605830617,5.06801923272e-06
9.0,1.87499196138,2.84159328221e-06,0.0911771447097,4.42943875014e-06
10.0,1.88934719072,2.63728609785e-06,0.0749573954356,3.77845946756e-06
15.0,1.93882029169,1.80439534741e-06,0.0267371842669,1.63173826826e-06
20.0,1.96611661649,1.42222956495e-06,0.00878412421653,7.67182193218e-07
25.0,1.98154019279,1.03047128765e-06,0.00268269541317,3.03162731893e-07
30.0,1.99022285271,7.7775573006e-07,0.000760461061436,1.22280135076e-07
35.0,1.99501648432,5.67888488145e-07,0.000198374721269,4.54277634242e-08
40.0,1.99758261729,3.53111565866e-07,4.67365624207e-05,1.3632685903e-08
45.0,1.99889257529,2.60567461255e-07,9.81575759917e-06,4.61880727569e-09
50.0,1.99952233991,1.7381699412e-07,1.82756241926e-06,1.33509657237e-09
# The data files below are included in this aggregation:,,,,
# logfiles/10fallleaf/10fallleaf_u001-20160228_234539.csv,,,,
# logfiles/10fallleaf/10fallleaf_u002-20160228_234539.csv,,,,
# logfiles/10fallleaf/10fallleaf_u003-20160228_234539.csv,,,,
# logfiles/10fallleaf/10fallleaf_u004-20160228_234539.csv,,,,
# logfiles/10fallleaf/10fallleaf_u005-20160228_234540.csv,,,,
# logfiles/10fallleaf/10fallleaf_u006-20160228_234539.csv,,,,
# logfiles/10fallleaf/10fallleaf_u007-20160228_234539.csv,,,,
# logfiles/10fallleaf/10fallleaf_u008-20160228_234540.csv,,,,
# logfiles/10fallleaf/10fallleaf_u009-20160228_234539.csv,,,,
# logfiles/10fallleaf/10fallleaf_u010-20160228_234539.csv,,,,
# logfiles/10fallleaf/10fallleaf_u011-20160303_224514.csv,,,,
# logfiles/10fallleaf/10fallleaf_u012-20160303_224514.csv,,,,
# logfiles/10fallleaf/10fallleaf_u013-20160303_224514.csv,,,,
# logfiles/10fallleaf/10fallleaf_u014-20160303_224514.csv,,,,
# logfiles/10fallleaf/10fallleaf_u015-20160303_224514.csv,,,,
# logfiles/10fallleaf/10fallleaf_u016-20160303_224514.csv,,,,
# logfiles/10fallleaf/10fallleaf_u017-20160303_224514.csv,,,,
# logfiles/10fallleaf/10fallleaf_u018-20160303_224514.csv,,,,
# logfiles/10fallleaf/10fallleaf_u019-20160303_224514.csv,,,,
# logfiles/10fallleaf/10fallleaf_u020-20160303_224514.csv,,,,
# logfiles/10fallleaf/10fallleaf_u021-20160303_224514.csv,,,,
# logfiles/10fallleaf/10fallleaf_u022-20160303_224514.csv,,,,
# logfiles/10fallleaf/10fallleaf_u023-20160303_224514.csv,,,,
# logfiles/10fallleaf/10fallleaf_u024-20160303_224514.csv,,,,
# logfiles/10fallleaf/10fallleaf_u025-20160303_224514.csv,,,,
# logfiles/10fallleaf/10fallleaf_u026-20160303_224514.csv,,,,
# logfiles/10fallleaf/10fallleaf_u027-20160303_224514.csv,,,,
# logfiles/10fallleaf/10fallleaf_u028-20160303_224514.csv,,,,
# logfiles/10fallleaf/10fallleaf_u029-20160303_224514.csv,,,,
# logfiles/10fallleaf/10fallleaf_u030-20160303_224514.csv,,,,
# logfiles/10fallleaf/10fallleaf_u031-20160303_224514.csv,,,,
# logfiles/10fallleaf/10fallleaf_u032-20160303_224514.csv,,,,
# logfiles/10fallleaf/10fallleaf_u033-20160303_224514.csv,,,,
# logfiles/10fallleaf/10fallleaf_u034-20160303_224514.csv,,,,
# logfiles/10fallleaf/10fallleaf_u035-20160303_224515.csv,,,,
# logfiles/10fallleaf/10fallleaf_u036-20160303_224514.csv,,,,
# logfiles/10fallleaf/10fallleaf_u037-20160303_224514.csv,,,,
# logfiles/10fallleaf/10fallleaf_u038-20160303_224514.csv,,,,
# logfiles/10fallleaf/10fallleaf_u039-20160303_224514.csv,,,,
# logfiles/10fallleaf/10fallleaf_u040-20160303_224514.csv,,,,
# logfiles/10fallleaf/10fallleaf_u041-20160303_224514.csv,,,,
# logfiles/10fallleaf/10fallleaf_u042-20160303_224514.csv,,,,
# logfiles/10fallleaf/10fallleaf_u043-20160303_224514.csv,,,,
# logfiles/10fallleaf/10fallleaf_u044-20160303_224514.csv,,,,
# logfiles/10fallleaf/10fallleaf_u045-20160303_224514.csv,,,,
# logfiles/10fallleaf/10fallleaf_u046-20160303_224514.csv,,,,
# logfiles/10fallleaf/10fallleaf_u047-20160303_224514.csv,,,,
# logfiles/10fallleaf/10fallleaf_u048-20160303_224514.csv,,,,
# logfiles/10fallleaf/10fallleaf_u049-20160303_224515.csv,,,,
# logfiles/10fallleaf/10fallleaf_u050-20160303_224514.csv,,,,
# logfiles/10fallleaf/10fallleaf_u051-20160303_224514.csv,,,,
# logfiles/10fallleaf/10fallleaf_u052-20160303_224514.csv,,,,
# logfiles/10fallleaf/10fallleaf_u053-20160303_224514.csv,,,,
# logfiles/10fallleaf/10fallleaf_u054-20160303_224514.csv,,,,
# logfiles/10fallleaf/10fallleaf_u055-20160303_224514.csv,,,,
# logfiles/10fallleaf/10fallleaf_u056-20160303_224514.csv,,,,
# logfiles/10fallleaf/10fallleaf_u057-20160303_224514.csv,,,,
# logfiles/10fallleaf/10fallleaf_u058-20160303_224514.csv,,,,
# logfiles/10fallleaf/10fallleaf_u059-20160303_224514.csv,,,,
# logfiles/10fallleaf/10fallleaf_u060-20160303_224514.csv,,,,
# logfiles/10fallleaf/10fallleaf_u061-20160303_224514.csv,,,,
# logfiles/10fallleaf/10fallleaf_u062-20160303_224514.csv,,,,
# logfiles/10fallleaf/10fallleaf_u063-20160303_224514.csv,,,,
# logfiles/10fallleaf/10fallleaf_u064-20160303_224514.csv,,,,
# logfiles/10fallleaf/10fallleaf_u065-20160303_224514.csv,,,,
# logfiles/10fallleaf/10fallleaf_u066-20160303_224514.csv,,,,
# logfiles/10fallleaf/10fallleaf_u067-20160303_224514.csv,,,,
# logfiles/10fallleaf/10fallleaf_u068-20160303_224514.csv,,,,
# logfiles/10fallleaf/10fallleaf_u069-20160303_224514.csv,,,,
# logfiles/10fallleaf/10fallleaf_u070-20160303_224514.csv,,,,
# logfiles/10fallleaf/10fallleaf_u071-20160303_224514.csv,,,,
# logfiles/10fallleaf/10fallleaf_u072-20160303_224514.csv,,,,
# logfiles/10fallleaf/10fallleaf_u073-20160303_224514.csv,,,,
# logfiles/10fallleaf/10fallleaf_u074-20160303_224514.csv,,,,
# logfiles/10fallleaf/10fallleaf_u075-20160303_224514.csv,,,,
# logfiles/10fallleaf/10fallleaf_u076-20160303_224514.csv,,,,
# logfiles/10fallleaf/10fallleaf_u077-20160303_224514.csv,,,,
# logfiles/10fallleaf/10fallleaf_u078-20160303_224514.csv,,,,
# logfiles/10fallleaf/10fallleaf_u079-20160303_224514.csv,,,,
# logfiles/10fallleaf/10fallleaf_u080-20160303_224514.csv,,,,
# logfiles/10fallleaf/10fallleaf_u081-20160303_224514.csv,,,,
# logfiles/10fallleaf/10fallleaf_u082-20160303_224514.csv,,,,
# logfiles/10fallleaf/10fallleaf_u083-20160303_224515.csv,,,,
# logfiles/10fallleaf/10fallleaf_u084-20160303_224514.csv,,,,
# logfiles/10fallleaf/10fallleaf_u085-20160303_224514.csv,,,,
# logfiles/10fallleaf/10fallleaf_u086-20160303_224514.csv,,,,
# logfiles/10fallleaf/10fallleaf_u087-20160303_224514.csv,,,,
# logfiles/10fallleaf/10fallleaf_u088-20160303_224514.csv,,,,
# logfiles/10fallleaf/10fallleaf_u089-20160303_224514.csv,,,,
# logfiles/10fallleaf/10fallleaf_u090-20160303_224514.csv,,,,
# logfiles/10fallleaf/10fallleaf_u091-20160303_224514.csv,,,,
# logfiles/10fallleaf/10fallleaf_u092-20160303_224515.csv,,,,
# logfiles/10fallleaf/10fallleaf_u093-20160303_224515.csv,,,,
# logfiles/10fallleaf/10fallleaf_u094-20160303_224515.csv,,,,
# logfiles/10fallleaf/10fallleaf_u095-20160303_224514.csv,,,,
# logfiles/10fallleaf/10fallleaf_u096-20160303_224514.csv,,,,
# logfiles/10fallleaf/10fallleaf_u097-20160303_224514.csv,,,,
# logfiles/10fallleaf/10fallleaf_u098-20160303_224515.csv,,,,
# logfiles/10fallleaf/10fallleaf_u099-20160303_224514.csv,,,,
# logfiles/10fallleaf/10fallleaf_u100-20160303_224514.csv,,,,
