# Aggregate Log Version: 1.00,,,,
# Log Name: logfiles/25owl_100_aggregateLog.csv,,,,
# Noise%, Dimension, Dim Std Err, Variance, Var Std Err
0.0,1.89375804038,4.46326449248e-17,0.0185977868533,2.09215523085e-19
0.0001,1.8937572747,1.12026611787e-07,0.0185996335422,3.42456118599e-08
0.001,1.89376383682,3.14585784312e-07,0.0186151481439,1.12204114285e-07
0.002,1.89377674448,4.51125765486e-07,0.0186328509452,1.4428289295e-07
0.003,1.89378679259,5.3413243117e-07,0.0186501452149,1.69483251685e-07
0.004,1.89379421262,6.57929927477e-07,0.0186674514734,1.98182225167e-07
0.005,1.89380139102,6.992340266e-07,0.0186830354792,2.17344760291e-07
0.006,1.89381287006,7.21555776842e-07,0.0186991549724,2.42675317451e-07
0.007,1.89382815977,7.48879934842e-07,0.018715793985,2.8658333523e-07
0.008,1.89384017533,7.68048888747e-07,0.0187321558153,3.13555241724e-07
0.009,1.89384697242,8.29687963282e-07,0.0187489614599,3.34452641907e-07
0.01,1.8938583298,8.61259929508e-07,0.0187641321233,3.50643203581e-07
0.02,1.89395648528,1.07059193852e-06,0.0189275140442,4.82960212252e-07
0.03,1.89408927774,1.11778779611e-06,0.0190839485238,5.65495681329e-07
0.04,1.89423997329,1.08615727087e-06,0.0192425509062,6.13384948177e-07
0.05,1.8944057152,1.19499761714e-06,0.0193988069469,7.46679882655e-07
0.06,1.89457930743,1.18364568738e-06,0.0195470007152,8.07204002512e-07
0.07,1.89477417526,1.31086540652e-06,0.0196905365474,8.80243794817e-07
0.08,1.89496355989,1.30763759143e-06,0.0198326701798,8.86142752942e-07
0.09,1.89515314298,1.36666055275e-06,0.019969238881,9.36915452102e-07
0.1,1.89535211424,1.41024695779e-06,0.0201044853921,9.3094878871e-07
0.2,1.89724318255,1.68340560732e-06,0.0212801094104,1.03838397372e-06
0.3,1.89889524585,1.4395981861e-06,0.0222230939183,9.93167756793e-07
0.4,1.90027802175,1.34554855677e-06,0.022979005583,1.08039685459e-06
0.5,1.9015010422,1.18316509435e-06,0.0236174031204,1.04544058786e-06
0.6,1.90258050422,1.03861119215e-06,0.0241515454166,1.05590407746e-06
0.7,1.90358018974,9.98089286435e-07,0.0246075014039,1.09690144544e-06
0.8,1.90451656433,9.02807118168e-07,0.0249947518642,1.09437945845e-06
0.9,1.90539843774,9.81072109031e-07,0.0253162712887,1.0895359056e-06
1.0,1.90624867152,9.69748954286e-07,0.025586746882,1.14429380659e-06
2.0,1.91409756559,9.30323337461e-07,0.026429947288,1.03334830458e-06
3.0,1.92143406776,1.18893197412e-06,0.0253323491301,1.03037571039e-06
4.0,1.928304279,1.26253205623e-06,0.0234477006026,1.02233345751e-06
5.0,1.93468136218,1.28845613048e-06,0.0212501181342,9.09543707442e-07
6.0,1.94057891641,1.29042217819e-06,0.0189323380577,8.54458874912e-07
7.0,1.94600580909,1.44422940413e-06,0.0166559402361,9.47096519322e-07
8.0,1.95099298868,1.44433406047e-06,0.0144794184216,9.08880675891e-07
9.0,1.95556789953,1.42082989564e-06,0.0124566999223,8.3212314912e-07
10.0,1.95975516976,1.38592637067e-06,0.0106239469348,7.78810117169e-07
15.0,1.97580448221,9.33530509122e-07,0.00432253555662,3.55662373583e-07
20.0,1.9857536238,8.22120276213e-07,0.00157497866552,1.97221489268e-07
