# Aggregate Log Version: 1.00,,,,
# Log Name: logfiles/65fallleaf_100_aggregateLog.csv,,,,
# Noise%, Dimension, Dim Std Err, Variance, Var Std Err
0.0,0.792676534248,6.69489673872e-18,0.0782791907812,8.3686209234e-19
0.0001,0.78008459647,9.90650887322e-05,0.0733606871753,6.33436621692e-05
0.001,0.70839359994,0.000138374090824,0.0598190466959,7.7832688632e-05
0.002,0.685680857297,9.55290297436e-05,0.083669214487,0.000113525546299
0.003,0.67958692627,7.10728889218e-05,0.120908611044,0.000145109589366
0.004,0.681798703598,5.5645589672e-05,0.160881736556,0.000179860812172
0.005,0.68743510738,4.74810410276e-05,0.198740292966,0.000180938943706
0.006,0.69396654672,4.63737177452e-05,0.233173150146,0.000172016138196
0.007,0.700995542462,4.64896262434e-05,0.266064325481,0.000174763203299
0.008,0.708630889123,5.21721770162e-05,0.296262790409,0.000174479337672
0.009,0.71573516768,5.04924255499e-05,0.323022706843,0.000177649715594
0.01,0.723235331748,4.81988840995e-05,0.347788218719,0.000177416081692
0.02,0.787488741424,4.54363393897e-05,0.515178033091,0.000149167759407
0.03,0.835506073814,3.91626620006e-05,0.599584148708,0.000109891763335
0.04,0.873737975823,4.07491759662e-05,0.646711549505,8.10273818653e-05
0.05,0.906451445381,3.53972309887e-05,0.676205287714,6.52955316905e-05
0.06,0.93509138323,3.38926974984e-05,0.695286289766,5.99993655941e-05
0.07,0.96052838252,3.31534886331e-05,0.708396214974,5.08446795399e-05
0.08,0.983898583092,3.4400683386e-05,0.717209843098,4.42032726444e-05
0.09,1.00520903612,3.37400444768e-05,0.723720234639,4.24428821702e-05
0.1,1.02501482209,3.40803948119e-05,0.727992632344,4.27454399652e-05
0.2,1.16810378082,2.61806119398e-05,0.732568080199,2.74581998634e-05
0.3,1.25656203227,1.96039822227e-05,0.715974211502,2.20041371677e-05
0.4,1.31839659627,1.78916042978e-05,0.695074303779,1.9502252193e-05
0.5,1.36521679387,1.43528504879e-05,0.673467717562,2.00155473349e-05
0.6,1.40219516575,1.28125562778e-05,0.651785917707,2.09647552524e-05
0.7,1.43264261583,1.14703048499e-05,0.630722965991,1.99311708848e-05
0.8,1.45829643385,9.94496458028e-06,0.610512637689,1.81456317352e-05
0.9,1.4803664273,1.00334268237e-05,0.591245773887,1.76408478243e-05
1.0,1.49977668789,9.10785802202e-06,0.572989965783,1.66287622886e-05
2.0,1.62249525646,6.38798684585e-06,0.433575471698,1.21815582824e-05
3.0,1.6923747093,5.77556412394e-06,0.338860790505,1.10722476075e-05
4.0,1.74115232558,4.56779619397e-06,0.269927791983,8.75518135094e-06
5.0,1.77820934033,4.05878644631e-06,0.218219808622,8.0914811749e-06
6.0,1.80779496183,3.63817033879e-06,0.178031514654,6.86422376243e-06
7.0,1.8321336262,3.55750017522e-06,0.145997897456,6.34946782524e-06
8.0,1.85262782775,3.3313005153e-06,0.119869616235,5.60211986128e-06
9.0,1.87009874932,2.99846950557e-06,0.0984229137391,4.82395127469e-06
10.0,1.88518038791,2.76176564655e-06,0.0806694584565,4.15232685748e-06
15.0,1.93679649749,1.84365414787e-06,0.0285194609534,1.73858401527e-06
20.0,1.96507224897,1.44962557229e-06,0.00933133067457,8.02277964326e-07
25.0,1.98100113732,1.06247802005e-06,0.00284127498955,3.21372656993e-07
30.0,1.98995048686,8.11430093418e-07,0.000803381763264,1.31146360103e-07
35.0,1.99488605939,5.63787693154e-07,0.000208891175247,4.62081147428e-08
40.0,1.99752589998,3.50178575198e-07,4.89553170139e-05,1.38436161972e-08
45.0,1.9988729272,2.52558630065e-07,1.01666464045e-05,4.55512866197e-09
50.0,1.99952198382,1.73284950538e-07,1.83026860322e-06,1.33015756044e-09
# The data files below are included in this aggregation:,,,,
# logfiles/65fallleaf/65fallleaf_u001-20160301_000829.csv,,,,
# logfiles/65fallleaf/65fallleaf_u002-20160301_000829.csv,,,,
# logfiles/65fallleaf/65fallleaf_u003-20160301_000829.csv,,,,
# logfiles/65fallleaf/65fallleaf_u004-20160301_000829.csv,,,,
# logfiles/65fallleaf/65fallleaf_u005-20160301_000829.csv,,,,
# logfiles/65fallleaf/65fallleaf_u006-20160301_000829.csv,,,,
# logfiles/65fallleaf/65fallleaf_u007-20160301_000829.csv,,,,
# logfiles/65fallleaf/65fallleaf_u008-20160301_000829.csv,,,,
# logfiles/65fallleaf/65fallleaf_u009-20160301_000829.csv,,,,
# logfiles/65fallleaf/65fallleaf_u010-20160301_000829.csv,,,,
# logfiles/65fallleaf/65fallleaf_u011-20160304_093647.csv,,,,
# logfiles/65fallleaf/65fallleaf_u012-20160304_093917.csv,,,,
# logfiles/65fallleaf/65fallleaf_u013-20160304_094037.csv,,,,
# logfiles/65fallleaf/65fallleaf_u014-20160304_094216.csv,,,,
# logfiles/65fallleaf/65fallleaf_u015-20160304_094225.csv,,,,
# logfiles/65fallleaf/65fallleaf_u016-20160304_094234.csv,,,,
# logfiles/65fallleaf/65fallleaf_u017-20160304_094247.csv,,,,
# logfiles/65fallleaf/65fallleaf_u018-20160304_094348.csv,,,,
# logfiles/65fallleaf/65fallleaf_u019-20160304_094555.csv,,,,
# logfiles/65fallleaf/65fallleaf_u020-20160304_094629.csv,,,,
# logfiles/65fallleaf/65fallleaf_u021-20160304_094635.csv,,,,
# logfiles/65fallleaf/65fallleaf_u022-20160304_094656.csv,,,,
# logfiles/65fallleaf/65fallleaf_u023-20160304_094659.csv,,,,
# logfiles/65fallleaf/65fallleaf_u024-20160304_094724.csv,,,,
# logfiles/65fallleaf/65fallleaf_u025-20160304_094735.csv,,,,
# logfiles/65fallleaf/65fallleaf_u026-20160304_094909.csv,,,,
# logfiles/65fallleaf/65fallleaf_u027-20160304_094911.csv,,,,
# logfiles/65fallleaf/65fallleaf_u028-20160304_094928.csv,,,,
# logfiles/65fallleaf/65fallleaf_u029-20160304_094937.csv,,,,
# logfiles/65fallleaf/65fallleaf_u030-20160304_094941.csv,,,,
# logfiles/65fallleaf/65fallleaf_u031-20160304_094941.csv,,,,
# logfiles/65fallleaf/65fallleaf_u032-20160304_094955.csv,,,,
# logfiles/65fallleaf/65fallleaf_u033-20160304_095049.csv,,,,
# logfiles/65fallleaf/65fallleaf_u034-20160304_095127.csv,,,,
# logfiles/65fallleaf/65fallleaf_u035-20160304_095423.csv,,,,
# logfiles/65fallleaf/65fallleaf_u036-20160304_095439.csv,,,,
# logfiles/65fallleaf/65fallleaf_u037-20160304_095710.csv,,,,
# logfiles/65fallleaf/65fallleaf_u038-20160304_095721.csv,,,,
# logfiles/65fallleaf/65fallleaf_u039-20160304_100136.csv,,,,
# logfiles/65fallleaf/65fallleaf_u040-20160304_100151.csv,,,,
# logfiles/65fallleaf/65fallleaf_u041-20160304_100230.csv,,,,
# logfiles/65fallleaf/65fallleaf_u042-20160304_100313.csv,,,,
# logfiles/65fallleaf/65fallleaf_u043-20160304_100329.csv,,,,
# logfiles/65fallleaf/65fallleaf_u044-20160304_100325.csv,,,,
# logfiles/65fallleaf/65fallleaf_u045-20160304_100545.csv,,,,
# logfiles/65fallleaf/65fallleaf_u046-20160304_100547.csv,,,,
# logfiles/65fallleaf/65fallleaf_u047-20160304_100552.csv,,,,
# logfiles/65fallleaf/65fallleaf_u048-20160304_100608.csv,,,,
# logfiles/65fallleaf/65fallleaf_u049-20160304_100613.csv,,,,
# logfiles/65fallleaf/65fallleaf_u050-20160304_100632.csv,,,,
# logfiles/65fallleaf/65fallleaf_u051-20160304_100712.csv,,,,
# logfiles/65fallleaf/65fallleaf_u052-20160304_100712.csv,,,,
# logfiles/65fallleaf/65fallleaf_u053-20160304_100731.csv,,,,
# logfiles/65fallleaf/65fallleaf_u054-20160304_100737.csv,,,,
# logfiles/65fallleaf/65fallleaf_u055-20160304_100802.csv,,,,
# logfiles/65fallleaf/65fallleaf_u056-20160304_100824.csv,,,,
# logfiles/65fallleaf/65fallleaf_u057-20160304_100823.csv,,,,
# logfiles/65fallleaf/65fallleaf_u058-20160304_100909.csv,,,,
# logfiles/65fallleaf/65fallleaf_u059-20160304_100927.csv,,,,
# logfiles/65fallleaf/65fallleaf_u060-20160304_100936.csv,,,,
# logfiles/65fallleaf/65fallleaf_u061-20160304_100944.csv,,,,
# logfiles/65fallleaf/65fallleaf_u062-20160304_101018.csv,,,,
# logfiles/65fallleaf/65fallleaf_u063-20160304_101037.csv,,,,
# logfiles/65fallleaf/65fallleaf_u064-20160304_101041.csv,,,,
# logfiles/65fallleaf/65fallleaf_u065-20160304_101043.csv,,,,
# logfiles/65fallleaf/65fallleaf_u066-20160304_101101.csv,,,,
# logfiles/65fallleaf/65fallleaf_u067-20160304_101133.csv,,,,
# logfiles/65fallleaf/65fallleaf_u068-20160304_101154.csv,,,,
# logfiles/65fallleaf/65fallleaf_u069-20160304_101155.csv,,,,
# logfiles/65fallleaf/65fallleaf_u070-20160304_101157.csv,,,,
# logfiles/65fallleaf/65fallleaf_u071-20160304_101158.csv,,,,
# logfiles/65fallleaf/65fallleaf_u072-20160304_101208.csv,,,,
# logfiles/65fallleaf/65fallleaf_u073-20160304_101246.csv,,,,
# logfiles/65fallleaf/65fallleaf_u074-20160304_101248.csv,,,,
# logfiles/65fallleaf/65fallleaf_u075-20160304_101253.csv,,,,
# logfiles/65fallleaf/65fallleaf_u076-20160304_101258.csv,,,,
# logfiles/65fallleaf/65fallleaf_u077-20160304_101259.csv,,,,
# logfiles/65fallleaf/65fallleaf_u078-20160304_101410.csv,,,,
# logfiles/65fallleaf/65fallleaf_u079-20160304_101423.csv,,,,
# logfiles/65fallleaf/65fallleaf_u080-20160304_101439.csv,,,,
# logfiles/65fallleaf/65fallleaf_u081-20160304_101707.csv,,,,
# logfiles/65fallleaf/65fallleaf_u082-20160304_101745.csv,,,,
# logfiles/65fallleaf/65fallleaf_u083-20160304_101749.csv,,,,
# logfiles/65fallleaf/65fallleaf_u084-20160304_101752.csv,,,,
# logfiles/65fallleaf/65fallleaf_u085-20160304_101828.csv,,,,
# logfiles/65fallleaf/65fallleaf_u086-20160304_101856.csv,,,,
# logfiles/65fallleaf/65fallleaf_u087-20160304_101906.csv,,,,
# logfiles/65fallleaf/65fallleaf_u088-20160304_101917.csv,,,,
# logfiles/65fallleaf/65fallleaf_u089-20160304_101956.csv,,,,
# logfiles/65fallleaf/65fallleaf_u090-20160304_102042.csv,,,,
# logfiles/65fallleaf/65fallleaf_u091-20160304_102055.csv,,,,
# logfiles/65fallleaf/65fallleaf_u092-20160304_102123.csv,,,,
# logfiles/65fallleaf/65fallleaf_u093-20160304_102126.csv,,,,
# logfiles/65fallleaf/65fallleaf_u094-20160304_102150.csv,,,,
# logfiles/65fallleaf/65fallleaf_u095-20160304_102242.csv,,,,
# logfiles/65fallleaf/65fallleaf_u096-20160304_102314.csv,,,,
# logfiles/65fallleaf/65fallleaf_u097-20160304_102315.csv,,,,
# logfiles/65fallleaf/65fallleaf_u098-20160304_102323.csv,,,,
# logfiles/65fallleaf/65fallleaf_u099-20160304_102325.csv,,,,
# logfiles/65fallleaf/65fallleaf_u100-20160304_102402.csv,,,,
