# Aggregate Log Version: 1.00,,,,
# Log Name: logfiles/20fallleaf_100_aggregateLog.csv,,,,
# Noise%, Dimension, Dim Std Err, Variance, Var Std Err
0.0,1.24176098442,1.33897934774e-17,0.0115615946911,2.26650150009e-19
0.0001,1.23127651097,8.5922813901e-05,0.0116521909788,1.3426920556e-05
0.001,1.16517173415,0.000130537949974,0.0175204491335,2.75840129607e-05
0.002,1.13758111398,8.83178578716e-05,0.0301939903049,6.07218033106e-05
0.003,1.12486154262,6.57311874474e-05,0.0479093135285,8.90407072676e-05
0.004,1.12006067029,4.77813099373e-05,0.0667312965591,0.00010757942374
0.005,1.11841292798,3.94165092315e-05,0.084696879371,0.000116688628412
0.006,1.1181699344,3.67175789111e-05,0.101524173463,0.00011383053999
0.007,1.11864786666,3.42743981181e-05,0.117769581606,0.000113718537252
0.008,1.1197782528,3.37509037779e-05,0.133068177718,0.000111045700969
0.009,1.12078753748,3.10086396558e-05,0.146705628404,0.000112101695839
0.01,1.12233995446,2.90145131009e-05,0.159490616034,0.000115454245559
0.02,1.13739874653,2.29493792371e-05,0.253256797241,0.000113180997533
0.03,1.14928482736,1.56075082626e-05,0.307805989482,8.65766994632e-05
0.04,1.15953927476,1.49448666285e-05,0.343033698858,6.68510027956e-05
0.05,1.16916532211,1.4212651461e-05,0.368865768614,5.78762666971e-05
0.06,1.17867460266,1.48013007375e-05,0.388307334866,5.5048736604e-05
0.07,1.18802105561,1.52011398056e-05,0.404078015793,4.71843654888e-05
0.08,1.19735877974,1.63243921142e-05,0.41700858534,4.23551221698e-05
0.09,1.20647653399,1.6765321281e-05,0.428252079704,4.09541733899e-05
0.1,1.21546001126,1.76332722609e-05,0.43779077681,4.01768252616e-05
0.2,1.2925166138,1.66595872864e-05,0.496267955422,2.54527062448e-05
0.3,1.34913998234,1.37035694485e-05,0.521173575931,1.70619258421e-05
0.4,1.39210300282,1.32427000398e-05,0.530469622586,1.54217926213e-05
0.5,1.42635194761,1.11680634962e-05,0.531673488135,1.51253839082e-05
0.6,1.4543765396,1.03248771281e-05,0.527716751249,1.63032372999e-05
0.7,1.47808668491,9.27465860162e-06,0.5208308409,1.53137500577e-05
