# Aggregate Log Version: 1.00,,,,
# Log Name: logfiles/40owl_100_aggregateLog.csv,,,,
# Noise%, Dimension, Dim Std Err, Variance, Var Std Err
0.0,1.77759730706,1.33897934774e-17,0.0755654371363,1.53424716929e-18
0.0001,1.77759971921,1.49106486996e-07,0.0755735227314,1.12140874186e-07
0.001,1.77764044099,8.34559335871e-07,0.0756560032383,6.00923021057e-07
0.002,1.77770052108,1.24550927228e-06,0.0757582541767,9.36821981528e-07
0.003,1.77773376322,1.40247036189e-06,0.0758474282032,1.00139919587e-06
0.004,1.77779339985,1.64514917993e-06,0.0759514883215,1.23781417499e-06
0.005,1.77784261551,1.66482290343e-06,0.0760403809957,1.30797763419e-06
0.006,1.77789610822,1.71865620191e-06,0.0761292304091,1.38178651074e-06
0.007,1.7779365706,1.69018760494e-06,0.0762125680342,1.47028878963e-06
0.008,1.77799037739,1.74122910909e-06,0.0763035449657,1.59797134513e-06
0.009,1.77803731262,1.77336906844e-06,0.0763897575738,1.60933003956e-06
0.01,1.7780755774,1.73685456803e-06,0.0764669803552,1.62556166723e-06
0.02,1.77847845731,1.71097072545e-06,0.0772816263916,1.77458226812e-06
0.03,1.7788587811,1.61749715542e-06,0.0780204094767,1.93173649516e-06
0.04,1.77929942799,1.67563856186e-06,0.0787453241839,2.14101446234e-06
0.05,1.77974771129,1.80760217257e-06,0.0794398651858,2.44439726229e-06
0.06,1.78021494625,1.9767762134e-06,0.0801014593186,2.59894965813e-06
0.07,1.78070651268,1.92798391032e-06,0.0807378795555,2.64290118127e-06
0.08,1.78118844968,1.98379631474e-06,0.0813536796675,2.73131240013e-06
0.09,1.78167578444,1.8938955921e-06,0.0819475488963,2.79009834463e-06
0.1,1.78218072428,1.89804723302e-06,0.0825341702035,2.81575351115e-06
0.2,1.78705502186,2.62934441685e-06,0.0875170746622,3.51578643903e-06
0.3,1.79132526824,2.5633587187e-06,0.0912936923883,3.71185631679e-06
0.4,1.79499587777,2.41654783786e-06,0.0941499464822,3.66861485738e-06
0.5,1.79827101907,1.99006313971e-06,0.0964309647374,3.66746831222e-06
0.6,1.80121398999,1.84527490021e-06,0.0981518760588,3.61877634763e-06
0.7,1.80393256314,1.77923418828e-06,0.0994986513913,3.87379889069e-06
0.8,1.80649871379,1.80571868936e-06,0.100536689163,3.61899702867e-06
0.9,1.80891350718,1.91699898148e-06,0.101293764436,3.53769623767e-06
1.0,1.81124048437,1.80766809746e-06,0.101840910194,3.62711094937e-06
2.0,1.83205008779,1.9317289461e-06,0.0996449100052,2.96652076604e-06
3.0,1.85008553749,2.11120355184e-06,0.090968809782,2.70826592276e-06
4.0,1.86595865744,2.2932644744e-06,0.0807680612607,2.98412667258e-06
5.0,1.87997902481,2.2557174071e-06,0.0706420505884,2.98564371123e-06
6.0,1.89243556427,2.14002820623e-06,0.0610725181447,2.62030313357e-06
7.0,1.9035279188,2.12826419368e-06,0.0523465566288,2.54098844372e-06
8.0,1.91343992703,2.10516581011e-06,0.0444889827124,2.35639157515e-06
9.0,1.92230644715,2.0551637942e-06,0.0375426532617,2.17439049048e-06
10.0,1.93026811449,2.04354289715e-06,0.0314687344949,2.04478967443e-06
15.0,1.9594770009,1.36612704524e-06,0.0120326945686,8.65199007158e-07
