# Aggregate Log Version: 1.00,,,,
# Log Name: logfiles/5owl_100_aggregateLog.csv,,,,
# Noise%, Dimension, Dim Std Err, Variance, Var Std Err
0.0,1.98455868961,4.46326449248e-17,0.00054219468087,5.44832091367e-21
0.0001,1.98455881986,2.69693819832e-09,0.00054220557457,8.16135693302e-10
0.001,1.98456118584,4.59187635093e-08,0.000542388390044,3.57995075783e-09
0.002,1.98456356426,6.28859087995e-08,0.000542634463099,5.01903528607e-09
0.003,1.98456549501,6.92792701379e-08,0.00054277002138,6.39986843633e-09
0.004,1.98456815203,8.90288330095e-08,0.000543045749945,7.48503898212e-09
0.005,1.98456977128,8.96605341926e-08,0.000543184715126,7.91445784519e-09
0.006,1.98457181058,1.00054592069e-07,0.000543400696255,8.94547553519e-09
0.007,1.98457348503,1.07396336643e-07,0.000543630027763,9.92169723825e-09
0.008,1.98457583515,1.16763005189e-07,0.000543870639065,1.08856000272e-08
0.009,1.98457864983,1.22562157389e-07,0.000544122739001,1.16475315152e-08
0.01,1.98458100365,1.36871040702e-07,0.000544326168415,1.2552842315e-08
0.02,1.98460329082,1.9499758977e-07,0.000546414181696,1.80801664196e-08
0.03,1.9846256367,2.3196344292e-07,0.000548278569937,2.22242780296e-08
0.04,1.98465013313,2.72803441803e-07,0.000550549505508,2.48118814477e-08
0.05,1.98467265776,2.97456034402e-07,0.000552651032456,2.81797620131e-08
0.06,1.98469428233,3.09720997347e-07,0.000554482265365,2.85974456471e-08
0.07,1.98471575547,3.32986594234e-07,0.00055635370809,3.12639959962e-08
0.08,1.98473853904,3.453187536e-07,0.000558366417583,3.28209611133e-08
0.09,1.98475768816,3.59650658331e-07,0.000560089071294,3.43151534671e-08
0.1,1.98477959161,3.79948499603e-07,0.000562302527284,3.63212703166e-08
0.2,1.98495450027,3.85042989642e-07,0.000578940931078,4.46237748248e-08
0.3,1.98510837586,3.49866315421e-07,0.000592795535972,4.77944526903e-08
0.4,1.9852461689,3.23737322279e-07,0.000604932976727,5.10011043231e-08
0.5,1.98536676636,3.16329310038e-07,0.00061457209091,5.11598973506e-08
0.6,1.98548038406,3.16604642874e-07,0.000623293081693,5.35041745297e-08
0.7,1.98558873057,2.67484702434e-07,0.000630974042221,5.36198736279e-08
0.8,1.98569203859,2.33446098299e-07,0.000637258631736,5.44008775682e-08
0.9,1.98579493566,2.27047079745e-07,0.000642454023473,5.43680764744e-08
1.0,1.98589333534,2.32673188844e-07,0.000647066351351,5.36756564213e-08
2.0,1.9868511564,2.94215999764e-07,0.000663424101282,6.0193432814e-08
3.0,1.98778576507,3.38481942384e-07,0.000644594382943,6.09385640321e-08
4.0,1.98869191094,3.96019972368e-07,0.000608654700083,6.15039655501e-08
5.0,1.98956214202,4.36757431557e-07,0.000562878834776,6.64943059969e-08
6.0,1.99039192332,4.74702369035e-07,0.000511510277241,6.79233279334e-08
7.0,1.99117633051,5.0804012554e-07,0.00045806864627,6.01122882842e-08
8.0,1.99191577953,5.35485694868e-07,0.00040445231898,6.03550906383e-08
9.0,1.99260436214,5.20068030337e-07,0.000353195896744,5.35485271514e-08
10.0,1.99324643448,4.78594020028e-07,0.000305503843024,4.86744067919e-08
15.0,1.99580545059,3.85117130293e-07,0.000131133173147,2.48706555827e-08
