# Aggregate Log Version: 1.01,,,,,,,,,,
# Log Name: logfiles/35owl_g100_aglog.csv,,,,,,,,,,
# Noise%, Dimension, Dim Std Err, Variance, Var Std Err, Sum(Abs(Diff), SAD Std Err, Sum(Abs(CenDiff)), SAC Std Err, Avg Diff Mean Squared, ADMS Ste
0.0,1.82215736486,7.61943789625e-08,0.0518109053349,8.26500917779e-08,0.634708339774,6.54723267034e-07,0.512275376076,3.31478885587e-07,0.045334542168,7.23188303057e-08
1.0,1.83489109661,2.76725216333e-06,0.041731853333,2.42523525704e-06,0.568905786164,3.21036983632e-05,0.463563762435,1.38640283026e-05,0.0365153716664,2.12208084991e-06
2.0,1.85924843303,2.7774243263e-06,0.0306769262287,2.00806649768e-06,0.498518702785,3.01253876798e-05,0.392910364521,1.28546879107e-05,0.0268423104501,1.75705818547e-06
3.0,1.87234316309,2.61744306066e-06,0.0280501103582,1.9145507637e-06,0.487314562067,1.71400354399e-05,0.364927710357,1.31094243844e-05,0.0245438465634,1.67523191824e-06
4.0,1.88024302703,2.52109053247e-06,0.0278232980353,1.8542790945e-06,0.490109312952,1.7471977784e-05,0.353649649859,1.08214222159e-05,0.0243453857809,1.62249420769e-06
5.0,1.88562217482,2.86855870296e-06,0.0282661402404,1.79338484195e-06,0.495282037093,1.62933346512e-05,0.348417236267,1.10193414571e-05,0.0247328727103,1.56921173671e-06
6.0,1.88966799058,2.63761323538e-06,0.0288748458187,1.7326421715e-06,0.500152289335,1.55112014874e-05,0.345843817301,1.02024295559e-05,0.0252654900914,1.51606190007e-06
7.0,1.89284795493,2.51657930729e-06,0.0295038824831,1.67318391575e-06,0.504552296166,1.45769300086e-05,0.344331563127,1.02531176749e-05,0.0258158971727,1.46403592628e-06
8.0,1.89544996129,2.30569385481e-06,0.0300905676091,1.78759730717e-06,0.508187778225,1.45958906568e-05,0.343404551322,9.50805015659e-06,0.026329246658,1.56414764378e-06
9.0,1.89759586607,2.54234704589e-06,0.0305966082705,1.79983956293e-06,0.511168011774,1.5342793997e-05,0.342592333286,9.2545768222e-06,0.0267720322367,1.57485961757e-06
10.0,1.89943267414,2.43303703156e-06,0.0310514297325,1.8129868941e-06,0.513810561652,1.63112694751e-05,0.341894415508,1.07182042001e-05,0.027170001016,1.58636353233e-06
15.0,1.90558512096,2.21462530158e-06,0.0325863548343,2.03067519026e-06,0.522293785104,2.31871960193e-05,0.339081657416,1.02017614312e-05,0.02851306048,1.77684079148e-06
20.0,1.90916958111,2.33212324995e-06,0.0334545343034,2.03500788019e-06,0.527553667517,3.28052173224e-05,0.336513798476,9.41211497579e-06,0.0292727175154,1.78063189517e-06
25.0,1.91158799524,2.18579462131e-06,0.0339865893107,2.15143834218e-06,0.530674380122,2.97485223308e-05,0.334007148096,9.45989300257e-06,0.0297382656468,1.88250854941e-06
30.0,1.91334819725,2.21904378272e-06,0.0343186625058,2.0546342028e-06,0.532839840833,3.30693343972e-05,0.331579195221,9.98543630653e-06,0.0300288296925,1.79780492745e-06
35.0,1.91473262053,2.22817046724e-06,0.0345581640282,2.1082579304e-06,0.53399370766,2.27966541165e-05,0.329154556178,8.9731964844e-06,0.0302383935247,1.8447256891e-06
40.0,1.91583925917,2.21352566716e-06,0.0347377650382,2.04254393989e-06,0.535243583111,2.24330917204e-05,0.326872374322,8.83631314698e-06,0.0303955444084,1.7872259474e-06
45.0,1.91676671305,2.23173484407e-06,0.0348607593019,2.060337636e-06,0.535699438833,2.00683419725e-05,0.324640576011,8.79944793674e-06,0.0305031643891,1.8027954315e-06
50.0,1.91756750145,2.28328837884e-06,0.0349536238117,2.21109811886e-06,0.536050680426,1.85139555377e-05,0.322481905515,8.97970439678e-06,0.0305844208352,1.934710854e-06
60.0,1.9188938874,2.29756996555e-06,0.0350666530043,2.26493215186e-06,0.536760159559,1.71756531996e-05,0.318573958353,8.78599763098e-06,0.0306833213787,1.98181563288e-06
70.0,1.91996465472,2.09664880851e-06,0.0351205159022,2.13573545907e-06,0.536956561775,1.69186644732e-05,0.315248528233,8.35612610623e-06,0.0307304514144,1.86876852669e-06
80.0,1.92084476733,2.13983148e-06,0.035160131438,2.11093156527e-06,0.537090375538,1.61010424927e-05,0.312529437385,8.61545648976e-06,0.0307651150083,1.84706511961e-06
90.0,1.92158948399,2.24058530861e-06,0.035182564656,2.146295229e-06,0.537088874596,1.63699141906e-05,0.310257767468,8.76275456475e-06,0.030784744074,1.87800832538e-06
100.0,1.9222335536,2.26629938326e-06,0.035190610531,2.1889539654e-06,0.536983948601,1.66461533075e-05,0.308301455208,9.08539344217e-06,0.0307917842146,1.91533471973e-06
150.0,1.92458431644,2.20552987548e-06,0.0351330967721,2.13366355915e-06,0.535793640455,1.6204966088e-05,0.300880966591,8.9172479539e-06,0.0307414596756,1.86695561426e-06
200.0,1.92622819383,2.32959761877e-06,0.0349602217151,2.27722829967e-06,0.533979829577,1.73337788904e-05,0.294928051091,9.26773317197e-06,0.0305901940008,1.99257476221e-06
250.0,1.92742848377,2.269807977e-06,0.0347324837947,2.17643594204e-06,0.531878446098,1.66104344563e-05,0.290244461601,9.06794222471e-06,0.0303909233203,1.90438144929e-06
500.0,1.92981966735,2.32021233871e-06,0.0340486190917,2.22972769933e-06,0.525804021629,1.71687047322e-05,0.280719803905,9.28370471281e-06,0.0297925417052,1.95101173692e-06
750.0,1.93044566762,2.28228353173e-06,0.0337941422487,2.21206848715e-06,0.523624048607,1.70719844881e-05,0.278217138665,9.13033111816e-06,0.0295698744676,1.93555992626e-06
1000.0,1.93071729832,2.17878544325e-06,0.0336639652695,2.16366584813e-06,0.522531356691,1.66925872186e-05,0.277130806726,8.71514177299e-06,0.0294559696108,1.89320761711e-06
# The data files below are included in this aggregation:,,,,,,,,,,
# logfiles/GaussianLogs/owl_edge/35owl/35owl_g001-20160515_102059.csv,,,,,,,,,,
# logfiles/GaussianLogs/owl_edge/35owl/35owl_g002-20160515_102059.csv,,,,,,,,,,
# logfiles/GaussianLogs/owl_edge/35owl/35owl_g003-20160515_102059.csv,,,,,,,,,,
# logfiles/GaussianLogs/owl_edge/35owl/35owl_g004-20160515_102059.csv,,,,,,,,,,
# logfiles/GaussianLogs/owl_edge/35owl/35owl_g005-20160515_102059.csv,,,,,,,,,,
# logfiles/GaussianLogs/owl_edge/35owl/35owl_g006-20160515_102059.csv,,,,,,,,,,
# logfiles/GaussianLogs/owl_edge/35owl/35owl_g007-20160515_102059.csv,,,,,,,,,,
# logfiles/GaussianLogs/owl_edge/35owl/35owl_g008-20160515_102100.csv,,,,,,,,,,
# logfiles/GaussianLogs/owl_edge/35owl/35owl_g009-20160515_102059.csv,,,,,,,,,,
# logfiles/GaussianLogs/owl_edge/35owl/35owl_g010-20160515_102059.csv,,,,,,,,,,
# logfiles/GaussianLogs/owl_edge/35owl/35owl_g011-20160516_143817.csv,,,,,,,,,,
# logfiles/GaussianLogs/owl_edge/35owl/35owl_g012-20160516_143817.csv,,,,,,,,,,
# logfiles/GaussianLogs/owl_edge/35owl/35owl_g013-20160516_143824.csv,,,,,,,,,,
# logfiles/GaussianLogs/owl_edge/35owl/35owl_g014-20160516_143846.csv,,,,,,,,,,
# logfiles/GaussianLogs/owl_edge/35owl/35owl_g015-20160516_143848.csv,,,,,,,,,,
# logfiles/GaussianLogs/owl_edge/35owl/35owl_g016-20160516_143848.csv,,,,,,,,,,
# logfiles/GaussianLogs/owl_edge/35owl/35owl_g017-20160516_143856.csv,,,,,,,,,,
# logfiles/GaussianLogs/owl_edge/35owl/35owl_g018-20160516_143918.csv,,,,,,,,,,
# logfiles/GaussianLogs/owl_edge/35owl/35owl_g019-20160516_143937.csv,,,,,,,,,,
# logfiles/GaussianLogs/owl_edge/35owl/35owl_g020-20160516_143943.csv,,,,,,,,,,
# logfiles/GaussianLogs/owl_edge/35owl/35owl_g021-20160516_143955.csv,,,,,,,,,,
# logfiles/GaussianLogs/owl_edge/35owl/35owl_g022-20160516_143953.csv,,,,,,,,,,
# logfiles/GaussianLogs/owl_edge/35owl/35owl_g023-20160516_143957.csv,,,,,,,,,,
# logfiles/GaussianLogs/owl_edge/35owl/35owl_g024-20160516_144001.csv,,,,,,,,,,
# logfiles/GaussianLogs/owl_edge/35owl/35owl_g025-20160516_144010.csv,,,,,,,,,,
# logfiles/GaussianLogs/owl_edge/35owl/35owl_g026-20160516_144013.csv,,,,,,,,,,
# logfiles/GaussianLogs/owl_edge/35owl/35owl_g027-20160516_144015.csv,,,,,,,,,,
# logfiles/GaussianLogs/owl_edge/35owl/35owl_g028-20160516_144018.csv,,,,,,,,,,
# logfiles/GaussianLogs/owl_edge/35owl/35owl_g029-20160516_144018.csv,,,,,,,,,,
# logfiles/GaussianLogs/owl_edge/35owl/35owl_g030-20160516_144039.csv,,,,,,,,,,
# logfiles/GaussianLogs/owl_edge/35owl/35owl_g031-20160517_103103.csv,,,,,,,,,,
# logfiles/GaussianLogs/owl_edge/35owl/35owl_g032-20160517_103112.csv,,,,,,,,,,
# logfiles/GaussianLogs/owl_edge/35owl/35owl_g033-20160517_103121.csv,,,,,,,,,,
# logfiles/GaussianLogs/owl_edge/35owl/35owl_g034-20160517_103122.csv,,,,,,,,,,
# logfiles/GaussianLogs/owl_edge/35owl/35owl_g035-20160517_103124.csv,,,,,,,,,,
# logfiles/GaussianLogs/owl_edge/35owl/35owl_g036-20160517_103132.csv,,,,,,,,,,
# logfiles/GaussianLogs/owl_edge/35owl/35owl_g037-20160517_103137.csv,,,,,,,,,,
# logfiles/GaussianLogs/owl_edge/35owl/35owl_g038-20160517_103137.csv,,,,,,,,,,
# logfiles/GaussianLogs/owl_edge/35owl/35owl_g039-20160517_103147.csv,,,,,,,,,,
# logfiles/GaussianLogs/owl_edge/35owl/35owl_g040-20160517_103150.csv,,,,,,,,,,
# logfiles/GaussianLogs/owl_edge/35owl/35owl_g041-20160517_103151.csv,,,,,,,,,,
# logfiles/GaussianLogs/owl_edge/35owl/35owl_g042-20160517_103151.csv,,,,,,,,,,
# logfiles/GaussianLogs/owl_edge/35owl/35owl_g043-20160517_103153.csv,,,,,,,,,,
# logfiles/GaussianLogs/owl_edge/35owl/35owl_g044-20160517_103156.csv,,,,,,,,,,
# logfiles/GaussianLogs/owl_edge/35owl/35owl_g045-20160517_103157.csv,,,,,,,,,,
# logfiles/GaussianLogs/owl_edge/35owl/35owl_g046-20160517_103201.csv,,,,,,,,,,
# logfiles/GaussianLogs/owl_edge/35owl/35owl_g047-20160517_103205.csv,,,,,,,,,,
# logfiles/GaussianLogs/owl_edge/35owl/35owl_g048-20160517_103210.csv,,,,,,,,,,
# logfiles/GaussianLogs/owl_edge/35owl/35owl_g049-20160517_103220.csv,,,,,,,,,,
# logfiles/GaussianLogs/owl_edge/35owl/35owl_g050-20160517_103224.csv,,,,,,,,,,
# logfiles/GaussianLogs/owl_edge/35owl/35owl_g051-20160518_145247.csv,,,,,,,,,,
# logfiles/GaussianLogs/owl_edge/35owl/35owl_g052-20160518_145605.csv,,,,,,,,,,
# logfiles/GaussianLogs/owl_edge/35owl/35owl_g053-20160518_145638.csv,,,,,,,,,,
# logfiles/GaussianLogs/owl_edge/35owl/35owl_g054-20160518_145644.csv,,,,,,,,,,
# logfiles/GaussianLogs/owl_edge/35owl/35owl_g055-20160518_145645.csv,,,,,,,,,,
# logfiles/GaussianLogs/owl_edge/35owl/35owl_g056-20160518_145718.csv,,,,,,,,,,
# logfiles/GaussianLogs/owl_edge/35owl/35owl_g057-20160518_145721.csv,,,,,,,,,,
# logfiles/GaussianLogs/owl_edge/35owl/35owl_g058-20160518_145746.csv,,,,,,,,,,
# logfiles/GaussianLogs/owl_edge/35owl/35owl_g059-20160518_145939.csv,,,,,,,,,,
# logfiles/GaussianLogs/owl_edge/35owl/35owl_g060-20160518_145952.csv,,,,,,,,,,
# logfiles/GaussianLogs/owl_edge/35owl/35owl_g061-20160518_145956.csv,,,,,,,,,,
# logfiles/GaussianLogs/owl_edge/35owl/35owl_g062-20160518_150001.csv,,,,,,,,,,
# logfiles/GaussianLogs/owl_edge/35owl/35owl_g063-20160518_150025.csv,,,,,,,,,,
# logfiles/GaussianLogs/owl_edge/35owl/35owl_g064-20160518_150048.csv,,,,,,,,,,
# logfiles/GaussianLogs/owl_edge/35owl/35owl_g065-20160518_150107.csv,,,,,,,,,,
# logfiles/GaussianLogs/owl_edge/35owl/35owl_g066-20160518_150108.csv,,,,,,,,,,
# logfiles/GaussianLogs/owl_edge/35owl/35owl_g067-20160518_150138.csv,,,,,,,,,,
# logfiles/GaussianLogs/owl_edge/35owl/35owl_g068-20160518_150144.csv,,,,,,,,,,
# logfiles/GaussianLogs/owl_edge/35owl/35owl_g069-20160518_150214.csv,,,,,,,,,,
# logfiles/GaussianLogs/owl_edge/35owl/35owl_g070-20160518_150306.csv,,,,,,,,,,
# logfiles/GaussianLogs/owl_edge/35owl/35owl_g071-20160518_150316.csv,,,,,,,,,,
# logfiles/GaussianLogs/owl_edge/35owl/35owl_g072-20160518_150324.csv,,,,,,,,,,
# logfiles/GaussianLogs/owl_edge/35owl/35owl_g073-20160518_150338.csv,,,,,,,,,,
# logfiles/GaussianLogs/owl_edge/35owl/35owl_g074-20160518_150434.csv,,,,,,,,,,
# logfiles/GaussianLogs/owl_edge/35owl/35owl_g075-20160518_150552.csv,,,,,,,,,,
# logfiles/GaussianLogs/owl_edge/35owl/35owl_g076-20160518_150608.csv,,,,,,,,,,
# logfiles/GaussianLogs/owl_edge/35owl/35owl_g077-20160518_150614.csv,,,,,,,,,,
# logfiles/GaussianLogs/owl_edge/35owl/35owl_g078-20160518_150619.csv,,,,,,,,,,
# logfiles/GaussianLogs/owl_edge/35owl/35owl_g079-20160518_150705.csv,,,,,,,,,,
# logfiles/GaussianLogs/owl_edge/35owl/35owl_g080-20160518_150726.csv,,,,,,,,,,
# logfiles/GaussianLogs/owl_edge/35owl/35owl_g081-20160518_150807.csv,,,,,,,,,,
# logfiles/GaussianLogs/owl_edge/35owl/35owl_g082-20160518_150814.csv,,,,,,,,,,
# logfiles/GaussianLogs/owl_edge/35owl/35owl_g083-20160518_150817.csv,,,,,,,,,,
# logfiles/GaussianLogs/owl_edge/35owl/35owl_g084-20160518_150901.csv,,,,,,,,,,
# logfiles/GaussianLogs/owl_edge/35owl/35owl_g085-20160518_150954.csv,,,,,,,,,,
# logfiles/GaussianLogs/owl_edge/35owl/35owl_g086-20160518_151055.csv,,,,,,,,,,
