# Datalog Version: 1.04,,,,,,,,,,,,,,
# Log Name: 65fallleaf_u008-20160301_000829.csv,,,,,,,,,,,,,,
# Image Name: 65fallleaf.png,,,,,,,,,,,,,,
# Image Path: test_images/Larger/fallleaf/65fallleaf.png,,,,,,,,,,,,,,
# Image Resolution: 2100x1800,,,,,,,,,,,,,,
# Base Signal: 2072,,,,,,,,,,,,,,
# Noise Model: uniform,,,,,,,,,,,,,,
# Noise Seed: 8,,,,,,,,,,,,,,
# Grid Widths: 3|5|10|20|30|50|100|150|300|,,,,,,,,,,,,,,
# Timestamp,Noise%,Signal,Gridcount,3,5,10,20,30,50,100,150,300,Dimension,Variance
20160301_001135,0.0,2072,R9,841,672,478,319,237,150,81,50,23,0.7926765342480389,0.07827919078117075
20160301_001237,0.0001,2078,R9,847,678,484,325,243,156,86,55,27,0.7586673649436422,0.060861119456203164
20160301_001338,0.001,2108,R9,877,707,513,353,271,182,110,74,35,0.7049328989992201,0.055748925166429666
20160301_001439,0.002,2150,R9,919,749,555,395,313,222,144,102,40,0.6744205285223545,0.0954388749240819
20160301_001542,0.003,2196,R9,965,795,600,438,355,261,170,122,42,0.6668639396821867,0.14388232140245757
20160301_001640,0.004,2242,R9,1011,840,644,480,398,296,192,134,42,0.6746285475215025,0.19215312795051617
20160301_001738,0.005,2270,R9,1039,868,672,507,421,319,204,140,42,0.6799686298752918,0.2181351500937553
20160301_001841,0.006,2301,R9,1070,899,702,537,450,343,218,145,42,0.6873577551487621,0.24574645537861622
20160301_001944,0.007,2341,R9,1110,939,741,574,482,372,230,146,42,0.6984467722697645,0.2669193667056531
20160301_002054,0.008,2386,R9,1155,984,785,617,524,410,252,150,42,0.7110586292620619,0.31092531077134195
20160301_002158,0.009,2419,R9,1188,1017,817,647,552,434,268,155,42,0.718612976820538,0.34365395800220766
20160301_002259,0.01,2460,R9,1229,1058,858,686,588,468,282,158,42,0.7270513704717769,0.37515562762125737
20160301_002401,0.02,2819,R9,1587,1413,1208,1016,878,693,336,166,42,0.7865755192416165,0.5151418134416251
20160301_002456,0.03,3195,R9,1961,1784,1563,1325,1157,876,363,168,42,0.8330546915995914,0.6014241387826292
20160301_002606,0.04,3521,R9,2288,2108,1879,1609,1382,995,371,168,42,0.8681916054992315,0.6387247642251309
20160301_002657,0.05,3892,R9,2658,2473,2234,1916,1624,1099,376,168,42,0.9019903785824899,0.667817982233413
20160301_002750,0.06,4270,R9,3034,2843,2582,2215,1864,1190,377,168,42,0.9304018494639875,0.6908643800240553
20160301_002841,0.07,4654,R9,3416,3222,2942,2496,2070,1260,377,168,42,0.956303616643395,0.7045939439608379
20160301_002941,0.08,5025,R9,3786,3589,3280,2758,2240,1311,378,168,42,0.9800635353395404,0.7126111890175943
20160301_003033,0.09,5386,R9,4144,3942,3605,3002,2394,1355,378,168,42,1.0006285290184627,0.7187449571963426
20160301_003125,0.1,5781,R9,4536,4329,3964,3264,2559,1384,378,168,42,1.0218231793538988,0.7234083237899597
20160301_003221,0.2,9522,R9,8225,7937,7167,5303,3505,1490,378,168,42,1.1657798642929762,0.7294367587517824
20160301_003321,0.3,13344,R9,11975,11517,10131,6708,3912,1511,378,168,42,1.2559238290411303,0.7154280540779655
20160301_003410,0.4,17146,R9,15674,15010,12791,7599,4084,1512,378,168,42,1.3179223512849503,0.6940605699967931
20160301_003457,0.5,21031,R9,19403,18487,15218,8239,4151,1512,378,168,42,1.3660489068138535,0.6728408198517484
20160301_003541,0.6,24888,R9,23072,21840,17405,8643,4186,1512,378,168,42,1.403292495628305,0.6508515761942766
20160301_003627,0.7,28696,R9,26683,25063,19356,8901,4194,1512,378,168,42,1.433656158837796,0.6286189377743454
20160301_003718,0.8,32495,R9,30240,28210,21131,9069,4198,1512,378,168,42,1.458996400853255,0.6081711999042893
20160301_003813,0.9,36366,R9,33872,31344,22759,9179,4198,1512,378,168,42,1.4815132567132387,0.5874718530197198
20160301_003901,1.0,40047,R9,37269,34285,24176,9272,4199,1512,378,168,42,1.5004023195786917,0.5711048223989935
20160301_003951,2.0,78211,R9,70994,60734,32818,9446,4200,1512,378,168,42,1.6236565324836687,0.43083707767141977
20160301_004034,3.0,115957,R9,101630,81149,35940,9450,4200,1512,378,168,42,1.6928439870609178,0.33757600037844665
20160301_004113,4.0,153753,R9,129986,97237,37127,9450,4200,1512,378,168,42,1.7414208485475555,0.26985104951937916
20160301_004156,5.0,191395,R9,155983,109522,37560,9450,4200,1512,378,168,42,1.7783771928649097,0.2179040201060676
20160301_004235,6.0,229209,R9,179941,119140,37722,9450,4200,1512,378,168,42,1.8079228375726686,0.17769009407267727
20160301_004310,7.0,266922,R9,201848,126562,37772,9450,4200,1512,378,168,42,1.8321458668215755,0.14568234425047524
20160301_004345,8.0,304928,R9,222190,132477,37795,9450,4200,1512,378,168,42,1.8527016531401699,0.11974551960581978
20160301_004421,9.0,342506,R9,240626,136969,37798,9450,4200,1512,378,168,42,1.8700607948283088,0.09852576132723999
20160301_004456,10.0,380496,R9,257506,140450,37799,9450,4200,1512,378,168,42,1.885036013578056,0.08100759800571407
20160301_004524,15.0,568689,R9,322658,148581,37800,9450,4200,1512,378,168,42,1.9366061264868684,0.02867910944123424
20160301_004547,20.0,758004,R9,363715,150626,37800,9450,4200,1512,378,168,42,1.9650360969709704,0.009349866301563554
20160301_004609,25.0,946785,R9,388533,151083,37800,9450,4200,1512,378,168,42,1.9809932729341884,0.0028418834024083925
20160301_004629,30.0,1135669,R9,403035,151175,37800,9450,4200,1512,378,168,42,1.989921264758475,0.0008071677470047179
20160301_004646,35.0,1324190,R9,411291,151198,37800,9450,4200,1512,378,168,42,1.994873436787985,0.0002100296904693919
20160301_004659,40.0,1512879,R9,415753,151200,37800,9450,4200,1512,378,168,42,1.9975130022647067,4.948126188282655e-05
20160301_004711,45.0,1702277,R9,418065,151200,37800,9450,4200,1512,378,168,42,1.9988700183989616,1.0214867349480938e-05
20160301_004723,50.0,1891505,R9,419174,151200,37800,9450,4200,1512,378,168,42,1.9995182790850599,1.8564403191255936e-06
