# Datalog Version: 1.04,,,,,,,,,,,,,,
# Log Name: 15fallleaf_u097-20160303_234441.csv,,,,,,,,,,,,,,
# Image Name: 15fallleaf.png,,,,,,,,,,,,,,
# Image Path: test_images/Larger/fallleaf/15fallleaf.png,,,,,,,,,,,,,,
# Image Resolution: 2100x1800,,,,,,,,,,,,,,
# Base Signal: 49323,,,,,,,,,,,,,,
# Noise Model: uniform,,,,,,,,,,,,,,
# Noise Seed: 97,,,,,,,,,,,,,,
# Grid Widths: 3|5|10|20|30|50|100|150|300|,,,,,,,,,,,,,,
# Timestamp,Noise%,Signal,Gridcount,3,5,10,20,30,50,100,150,300,Dimension,Variance
20160303_234857,0.0,49323,R9,8918,4352,1758,769,482,273,126,72,25,1.2739739233015985,0.023643635635049527
20160303_235023,0.0001,49327,R9,8922,4355,1761,772,484,275,128,74,27,1.2584347497304516,0.019121731758856127
20160303_235153,0.001,49362,R9,8956,4389,1795,805,517,307,157,97,37,1.1876210183965341,0.02594993660923767
20160303_235321,0.002,49398,R9,8991,4423,1828,837,546,331,175,102,38,1.1873989511001182,0.03736313166378365
20160303_235449,0.003,49433,R9,9024,4458,1861,868,577,359,188,111,38,1.182052520817955,0.05076773217101405
20160303_235621,0.004,49478,R9,9067,4501,1903,909,616,394,211,123,40,1.1707395169889423,0.06987294591169765
20160303_235749,0.005,49518,R9,9108,4542,1944,949,655,426,233,135,42,1.1598208747433154,0.08793287110840245
20160303_235917,0.006,49557,R9,9147,4580,1979,983,689,458,245,140,42,1.1587267040957703,0.10299048465917593
20160304_000044,0.007,49589,R9,9179,4612,2009,1012,715,481,256,148,42,1.1558534939781113,0.11943182344921585
20160304_000211,0.008,49645,R9,9236,4669,2066,1066,766,525,276,155,42,1.156926186149,0.14513281444985768
20160304_000333,0.009,49680,R9,9271,4703,2099,1097,793,548,282,157,42,1.1572014035285625,0.15299421452432085
20160304_000456,0.01,49711,R9,9301,4734,2130,1124,817,569,292,160,42,1.158400645886068,0.1660539533400469
