# Aggregate Log Version: 1.00,,,,
# Log Name: logfiles/45fallleaf_100_aggregateLog.csv,,,,
# Noise%, Dimension, Dim Std Err, Variance, Var Std Err
0.0,1.07910902494,6.69489673872e-18,0.0175801925048,1.74346269237e-19
0.0001,1.06751518584,9.17649705365e-05,0.0153997302252,2.79989053673e-05
0.001,0.995099366849,0.000136040581084,0.00956116490637,3.39768178614e-05
0.002,0.966679128272,9.33796873687e-05,0.0231119701948,7.17509644845e-05
0.003,0.954774877734,7.41389160334e-05,0.0463634317826,0.000103285760598
0.004,0.950864376691,4.99031799048e-05,0.0721008348902,0.000128595330456
0.005,0.950580086881,4.2439067739e-05,0.0971880678149,0.000135509227796
0.006,0.951734107903,3.97095726836e-05,0.120377103243,0.000132138646519
0.007,0.953513928388,3.61702746772e-05,0.142879585183,0.000134634320803
0.008,0.956082408545,3.73207316674e-05,0.16391344473,0.000136879347626
0.009,0.958450764441,3.48507364526e-05,0.182990526352,0.000140458043052
0.01,0.96128487582,3.2938180492e-05,0.200802049209,0.000142371866619
0.02,0.98820251293,2.81369885879e-05,0.330763575515,0.000127970836699
0.03,1.00986538423,2.10648147942e-05,0.405919376528,0.000103496142431
0.04,1.02826679997,2.19972265293e-05,0.45374411404,7.9258710398e-05
0.05,1.04513177482,2.05328583564e-05,0.488041620968,6.5526506975e-05
0.06,1.06104322652,2.10360235962e-05,0.513185614802,6.11241169196e-05
0.07,1.07605206845,2.1533556901e-05,0.532805652687,5.23038793951e-05
0.08,1.09053143828,2.31569442938e-05,0.548267350117,4.49919813894e-05
0.09,1.10430371308,2.34659253441e-05,0.561118121208,4.36481712707e-05
0.1,1.11756389573,2.43513578387e-05,0.571511270683,4.31539047587e-05
0.2,1.22363681488,2.12396607683e-05,0.621097946833,2.55450543118e-05
0.3,1.29610472873,1.68618155765e-05,0.630416416764,1.90699065396e-05
0.4,1.34902114062,1.58920210935e-05,0.625894018742,1.70838640579e-05
0.5,1.39013313258,1.30504890665e-05,0.615635494455,1.75753124901e-05
0.6,1.42316573669,1.18652216673e-05,0.602297894181,1.91468843927e-05
0.7,1.45071886475,1.06551981538e-05,0.587579361503,1.79631021779e-05
0.8,1.47417054293,9.33463461104e-06,0.572396567215,1.6461461632e-05
0.9,1.49450899932,9.41461542692e-06,0.557188938396,1.59604408987e-05
1.0,1.51250569364,8.57766499239e-06,0.542296538072,1.52935084467e-05
2.0,1.62875971317,6.13934341762e-06,0.418966769469,1.14290397194e-05
3.0,1.69641285744,5.69247667986e-06,0.330006246213,1.08143400627e-05
4.0,1.74406450683,4.53962607903e-06,0.263968326191,8.71970268976e-06
