# Aggregate Log Version: 1.00,,,,
# Log Name: logfiles/75fallleaf_100_aggregateLog.csv,,,,
# Noise%, Dimension, Dim Std Err, Variance, Var Std Err
0.0,0.583289979422,1.56214257237e-17,0.0958149116162,1.67372418468e-18
0.0001,0.56970010718,0.00010710300321,0.0905026606489,8.77588287403e-05
0.001,0.502321354065,0.000138695346041,0.0845241996234,0.000109552517413
0.002,0.490881849071,9.21931374478e-05,0.123340605151,0.000163765707533
0.003,0.496850158445,7.3692858799e-05,0.173513219791,0.000186380251392
0.004,0.510016156591,7.39499416131e-05,0.224272391754,0.000218486319374
0.005,0.525157177478,6.43603997566e-05,0.269780372534,0.000205043795473
0.006,0.53989584167,6.57134325633e-05,0.310206129288,0.000189150780429
0.007,0.554587975916,6.77109060916e-05,0.347094536254,0.000194914083156
0.008,0.569112804007,7.466525394e-05,0.380514478825,0.000194572297054
0.009,0.58246444412,7.38009619587e-05,0.409822216681,0.000198304641834
0.01,0.595756993536,7.16752584786e-05,0.436205558937,0.000197475292974
0.02,0.698113063844,6.19291295104e-05,0.602462572234,0.000159799394677
0.03,0.766635349944,5.25210062706e-05,0.677786565394,0.000112613258686
0.04,0.817531863267,5.21201969474e-05,0.715729348166,7.97041973102e-05
0.05,0.859075212208,4.41091565671e-05,0.737381035603,6.37678895308e-05
0.06,0.894158140071,4.09178855328e-05,0.750125024524,5.79284115395e-05
0.07,0.924428395595,3.90064160973e-05,0.758103121415,4.9338519955e-05
0.08,0.951609870981,3.94940996527e-05,0.762683824786,4.38950276034e-05
0.09,0.976011311523,3.80777669438e-05,0.765657096676,4.28493601579e-05
0.1,0.998371232221,3.80750012003e-05,0.766804202443,4.37037193485e-05
0.2,1.15407507568,2.79031847499e-05,0.754922635095,2.78101489441e-05
0.3,1.24716354405,2.05478672259e-05,0.731850207829,2.28407340481e-05
0.4,1.31138123608,1.85323183984e-05,0.707332818516,2.06556406584e-05
0.5,1.35966009467,1.47398968268e-05,0.68345899672,2.11041281639e-05
0.6,1.39761343508,1.30252183446e-05,0.660247826157,2.16509979716e-05
0.7,1.4287571249,1.16628786701e-05,0.638049880079,2.05590649965e-05
0.8,1.45492760178,1.00895578339e-05,0.61694593836,1.84518112199e-05
0.9,1.47739059987,1.01692578119e-05,0.596972020446,1.79415007806e-05
1.0,1.49711171731,9.2144231139e-06,0.578137692125,1.69835851588e-05
2.0,1.62122287441,6.39020004312e-06,0.436024220791,1.23009329312e-05
3.0,1.69155629146,5.75923739227e-06,0.340377844768,1.1127985168e-05
4.0,1.74056248877,4.56164361049e-06,0.270968063072,8.75568897473e-06
5.0,1.77775667644,4.05690411717e-06,0.21897237365,8.1151009245e-06
6.0,1.80743519604,3.64451403183e-06,0.178595608608,6.93389916652e-06
7.0,1.83184027307,3.54677739048e-06,0.146434088073,6.39106800383e-06
8.0,1.85238367625,3.3294515699e-06,0.120212704757,5.64689239857e-06
9.0,1.86989309403,2.99356729095e-06,0.098695554222,4.83298277841e-06
10.0,1.88500492621,2.74823754952e-06,0.0808887075672,4.13366933341e-06
15.0,1.93671143922,1.84304133292e-06,0.0285919368554,1.74538398542e-06
20.0,1.96502863216,1.44660113128e-06,0.00935413691792,8.00921334105e-07
25.0,1.9809785346,1.05728586445e-06,0.0028480194847,3.1985244054e-07
30.0,1.98993937523,8.16259446605e-07,0.000805162696224,1.31987745761e-07
35.0,1.99488128968,5.63721226463e-07,0.000209282385937,4.6226093398e-08
40.0,1.9975238695,3.49750574434e-07,4.90356825321e-05,1.3837855928e-08
45.0,1.99887237115,2.52174018147e-07,1.01766606143e-05,4.55122834173e-09
50.0,1.99952197216,1.71119236424e-07,1.83029921949e-06,1.31357196459e-09
# The data files below are included in this aggregation:,,,,
# logfiles/75fallleaf/75fallleaf_u001-20160301_000829.csv,,,,
# logfiles/75fallleaf/75fallleaf_u002-20160301_000829.csv,,,,
# logfiles/75fallleaf/75fallleaf_u003-20160301_000829.csv,,,,
# logfiles/75fallleaf/75fallleaf_u004-20160301_000829.csv,,,,
# logfiles/75fallleaf/75fallleaf_u005-20160301_000829.csv,,,,
# logfiles/75fallleaf/75fallleaf_u006-20160301_000829.csv,,,,
# logfiles/75fallleaf/75fallleaf_u007-20160301_000829.csv,,,,
# logfiles/75fallleaf/75fallleaf_u008-20160301_000829.csv,,,,
# logfiles/75fallleaf/75fallleaf_u009-20160301_000829.csv,,,,
# logfiles/75fallleaf/75fallleaf_u010-20160301_000829.csv,,,,
# logfiles/75fallleaf/75fallleaf_u011-20160304_115827.csv,,,,
# logfiles/75fallleaf/75fallleaf_u012-20160304_115901.csv,,,,
# logfiles/75fallleaf/75fallleaf_u013-20160304_115934.csv,,,,
# logfiles/75fallleaf/75fallleaf_u014-20160304_115946.csv,,,,
# logfiles/75fallleaf/75fallleaf_u015-20160304_115948.csv,,,,
# logfiles/75fallleaf/75fallleaf_u016-20160304_115952.csv,,,,
# logfiles/75fallleaf/75fallleaf_u017-20160304_120014.csv,,,,
# logfiles/75fallleaf/75fallleaf_u018-20160304_120106.csv,,,,
# logfiles/75fallleaf/75fallleaf_u019-20160304_120146.csv,,,,
# logfiles/75fallleaf/75fallleaf_u020-20160304_120220.csv,,,,
# logfiles/75fallleaf/75fallleaf_u021-20160304_120220.csv,,,,
# logfiles/75fallleaf/75fallleaf_u022-20160304_120221.csv,,,,
